LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
20,81109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,31,BLOCK* {storedBlock} NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},175,35,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},172,33,{blockName}.addStoredBlock: {blockMap} updated: {ip}:{port} is added to {blockSize} size {size},172,34,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: <*> updated: <*> is added to <*> size <*>
21,81109,205412,832,INFO,dfs.DataNode$PacketResponder,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} bytes from {ip_address},155,13,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {peer},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
22,81109,205632,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} {method}: {message} is added to {block} size {size},170,23,BLOCK* {name} is added to blockMap updated: {ip}:{port} size {size},174,24,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},173,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},170,31,{nameSystem}.addStoredBlock: {blockMap} updated: {address}:{port} is added to {blk_} size {size},170,35,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* <*> is added to blockMap updated: <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: <*> updated: <*> is added to <*> size <*>
23,81109,205739,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} {operation}: {detail1} is added to {block} size {size},171,24,BLOCK* {name} is added to {size},174,13,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {event} nameSystem.addStoredBlock: blockMap updated: {host}:{port} is added to blk_{id} size {size},171,36,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> nameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24,81109,205742,1001,INFO,dfs.DataNode$PacketResponder,Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {ip},152,15,Received block {size} from {source}.,155,10,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {sender},155,15,Received block {block} of size {size} from {peer},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
25,81109,205746,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} {action}: {description} is added to {block} size {size},171,23,BLOCK* {name} is added to {size} at {ip}:{port},174,20,BLOCK* {blockMap} updated: {ipAddress} is added to {block} size {size},173,24,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {blockName}.{method}(): blockMap updated: {host}:{port} is added to {blkNum} size {size},171,34,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* <*> is added to <*> at <*>,BLOCK* <*> updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>(): blockMap updated: <*> is added to <*> size <*>
26,81109,205749,997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {dest} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
27,81109,205754,952,INFO,dfs.DataNode$PacketResponder,Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} bytes from {source},154,11,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
28,81109,205858,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'
""""""
import re
import string
from collections import defaultdict
from typing import List, Dict


def get_template(log_message: str) -> str:
    # Remove any non-alphanumeric characters
    log_message = re.sub(r'[^a-zA-Z0-9]+', '', log_message)
    # Split the log message into words
    words = log_message.split()
    # Create a dictionary to store the placeholders and their corresponding values
    placeholders = defaultdict(list)
    # Iterate through the words and identify the placeholders
    for i, word in enumerate(words):
        if word.startswith('{'):
            # Get the placeholder name
            placeholder_name = word[1:-1]
            # Get the value of the placeholder
            value = words[i + 1]
            # Add the placeholder and its value to the dictionary
            placeholders[placeholder_name].append(value)
    # Create a dictionary to store the static log template
    template = {}
   ",182,256,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-{number},187,68,BLOCK* NameSystem.allocateBlock: {block},186,14,BLOCK* NameSystem.allocateBlock: {path},187,14,BLOCK* NameSystem.allocateBlock: {path} blk_{blkid},181,18,BLOCK* NameSystem.allocateBlock: /user/root/rand/{name}/{partition}/{file}. {block},181,27,"BLOCK* NameSystem.allocateBlock: <*>' """""" import re import string from collections import defaultdict from typing import List, Dict def get_template(log_message: str) -> str: # Remove any non-alphanumeric characters log_message = re.sub(r'[^a-zA-Z0-<*>]+', '', log_message) # Split the log message into words words = log_message.split() # Create a dictionary to store the placeholders and their corresponding values placeholders = defaultdict(list) # Iterate through the words and identify the placeholders for i, word in enumerate(words): if word.startswith('{'): # Get the placeholder name placeholder_name = word[<*>:-<*>] # Get the value of the placeholder value = words[i + <*>] # Add the placeholder and its value to the dictionary placeholders[placeholder_name].append(value) # Create a dictionary to store the static log template template = <*>",BLOCK* NameSystem.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*> <*>
29,81109,205931,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4980916519894289629,E14,Verification succeeded for <*>,Verification succeeded for block {block},128,9,Verification succeeded for {blk},131,9,Verification succeeded for {block},130,8,Verification succeeded for blk_{block},131,10,Verification succeeded for {block},128,8,Verification succeeded for {block},128,8,Verification succeeded for block <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>,Verification succeeded for <*>
30,81109,210022,1110,INFO,dfs.DataNode$PacketResponder,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} bytes from {source},155,11,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {peer},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
31,81109,210037,1084,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} from {dest},174,11,"Received block {block} from {src} to {dest}.'

The template of 'PacketResponder 0 for block blk_-6952295868487656571 terminating' is 'PacketResponder {responder} for block {block} terminating",173,72,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*>,Received block <*> from <*> to <*>.' The template of 'PacketResponder <*> for block blk_-<*> terminating' is 'PacketResponder <*> for block <*> terminating,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
32,81109,210248,1138,INFO,dfs.DataNode$PacketResponder,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} of size {size} from {source}.,154,15,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {peer},153,16,Received block {block} of size {size} from {ip}:{port},153,19,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
33,81109,210407,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},170,31,BLOCK* {ip} is added to {blk} size {size},173,18,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},172,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},170,33,{blockName} * NameSystem.addStoredBlock: blockMap updated: {ipAddress}:{port} is added to blk_{size},170,33,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*> * NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>
34,81109,210458,1278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {dest:port} dest: {dest:port},175,21,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} from {src} to {dest},173,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
35,81109,210551,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {name}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},169,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},172,30,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size}.,171,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},169,33,BLOCK* {name}.{method} {host}:{port} {size} bytes at {offset},169,24,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>.,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> <*> <*> bytes at <*>
36,81109,210637,1283,INFO,dfs.DataNode$PacketResponder,Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} of size {size} from {sender},155,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {ip},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
37,81109,210656,1334,INFO,dfs.DataNode$PacketResponder,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} from {ip},155,10,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {sender},155,15,Received block {block} of size {size} from {address},153,16,Received block {block} of size {size} from {peer_ip}:{peer_port},153,23,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
38,81109,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},153,15,Received block {size} bytes from {source},156,11,Received block {block} of size {size} from {source},155,15,Received block {block} of size {size} from {ip},156,15,Received block {block} of size {size} from {address},154,16,Received block {block} of size {size} from {source},154,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
39,81109,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {system}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},171,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,30,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blockId} size {size},171,34,{block}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {size} size {size},171,32,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
40,81109,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {src_addr} dest: {dest_addr},174,21,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
41,81109,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},151,15,Received block {size} bytes from {source},153,11,Received block {block} {size} from {source},152,13,Received block {block} of size {size} from {ip},153,15,Received block {block} of size {size} from {ip},152,16,Received block {block} of size {size} from {source},152,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
42,81109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},151,15,Received block {size} from {source},154,10,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},152,16,Received block {block} of size {size} from {ip},152,16,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
43,81109,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src_ip}:{src_port} to {dest_ip}:{dest_port},171,29,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
44,81109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} from {source},154,10,Received block {block} of size {size} from {source},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
45,81109,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service}.addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},169,31,BLOCK* {stored_block} NameSystem.addStoredBlock: {blockmap} updated: {ip}:{port} is added to blk_{size},173,38,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},169,31,BLOCK* {nameSystem}.addStoredBlock: blockMap updated: {host}:{port} is added to blk_ -{size} size {size},169,37,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: <*> updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to blk_ -<*> size <*>
