LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1867,-,1133454588,2005.12.01,R06-M0-N2-C:J09-U01,2005-12-01-08.29.48.814199,R06-M0-N2-C:J09-U01,RAS,KERNEL,INFO,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts: {total interrupts}, critical input interrupts: {critical input interrupts}, total spent on critical input interrupts: {total spent on critical input interrupts}, max time in a critical input interrupt: {max time in a critical input interrupt}",108,56,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{num_interrupts} total interrupts. {num_critical_input_interrupts} critical input interrupts. {total_time_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,80,"{num_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total} microseconds total spent on critical input interrupts, {microseconds_max} microseconds max time in a critical input interrupt.",107,57,"total interrupts: <*>, critical input interrupts: <*>, total spent on critical input interrupts: <*>, max time in a critical input interrupt: <*>","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1868,-,1133454591,2005.12.01,R15-M0-N3-C:J09-U11,2005-12-01-08.29.51.750461,R15-M0-N3-C:J09-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,103,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. {microseconds} microseconds was the maximum time for a single instance of a correctable ddr.,103,38,{microseconds} microseconds spent in the rbs signal handler during {calls} calls. {max_time} microseconds was the maximum time for a single instance of a correctable ddr.,101,43,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,101,36,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1869,-,1133454594,2005.12.01,R04-M0-N6-C:J10-U01,2005-12-01-08.29.54.636421,R04-M0-N6-C:J10-U01,RAS,KERNEL,INFO,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",total interrupts {total_interrupts} critical input interrupts {critical_input_interrupts} microseconds total spent on critical input interrupts {microseconds_total_spent_on_critical_input_interrupts} microseconds max time in a critical input interrupt {microseconds_max_time_in_a_critical_input_interrupt},108,81,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,82,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,82,total interrupts <*> critical input interrupts <*> microseconds total spent on critical input interrupts <*> microseconds max time in a critical input interrupt <*>,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1870,-,1133454601,2005.12.01,R14-M1-N1-C:J10-U01,2005-12-01-08.30.01.182162,R14-M1-N1-C:J10-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,103,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. {microseconds} microseconds was the maximum time for a single instance of a correctable ddr.,103,38,{microseconds} microseconds spent in the rbs signal handler during {calls} calls. {max_time} microseconds was the maximum time for a single instance of a correctable ddr.,101,43,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,101,36,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1871,-,1133454611,2005.12.01,R16-M1-ND-C:J05-U11,2005-12-01-08.30.11.278697,R16-M1-ND-C:J05-U11,RAS,KERNEL,INFO,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",total interrupts {total_interrupts} critical input interrupts {critical_input_interrupts} total spent on critical input interrupts {total_spent_on_critical_input_interrupts} max time in a critical input interrupt {max_time_in_a_critical_input_interrupt},108,69,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{num_total_interrupts} total interrupts. {num_critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,86,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,82,total interrupts <*> critical input interrupts <*> total spent on critical input interrupts <*> max time in a critical input interrupt <*>,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1872,-,1133454624,2005.12.01,R00-M0-N4-C:J09-U11,2005-12-01-08.30.24.223851,R00-M0-N4-C:J09-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,103,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. {microseconds} microseconds was the maximum time for a single instance of a correctable ddr.,103,38,{microseconds} microseconds spent in the rbs signal handler during {calls} calls. {max_time} microseconds was the maximum time for a single instance of a correctable ddr.,101,43,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,101,36,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1873,-,1133454630,2005.12.01,R00-M0-N0-C:J10-U01,2005-12-01-08.30.30.752844,R00-M0-N0-C:J10-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,103,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. {microseconds} microseconds was the maximum time for a single instance of a correctable ddr.,103,38,{microseconds} microseconds spent in the rbs signal handler during {calls} calls. {max_time} microseconds was the maximum time for a single instance of a correctable ddr.,101,43,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,101,36,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1874,-,1133454634,2005.12.01,R01-M0-NC-C:J12-U01,2005-12-01-08.30.34.342940,R01-M0-NC-C:J12-U01,RAS,KERNEL,INFO,"10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.'

The template of 'The process has forked and the child is on {PID}.' is 'The process has forked and the child is on {PID}.'

The template of 'The process has forked and the child is on 1234.' is 'The process has forked and the child is on {PID}.'
'''
import re
def log_template(log):
    pattern = r'\{\w+\}'
    match = re.findall(pattern, log)
    if not match:
        return log
    else:
        for m in match:
            log = log.replace(m, '{PID}')
        return log
log_template('instruction cache parity error corrected')
log_template('10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.')
log_template('The process has forked and the child is on",108,256,"10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",109,33,"{num_total_interrupts} total interrupts. {num_critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,86,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,82,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.' The template of 'The process has forked and the child is on <*>.' is 'The process has forked and the child is on <*>.' The template of 'The process has forked and the child is on <*>.' is 'The process has forked and the child is on <*>.' ''' import re def log_template(log): pattern = r'\{\w+\}' match = re.findall(pattern, log) if not match: return log else: for m in match: log = log.replace(m, '<*>') return log log_template('instruction cache parity error corrected') log_template('<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.') log_template('The process has forked and the child is on","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1875,-,1133454715,2005.12.01,R11-M1-N3-C:J10-U01,2005-12-01-08.31.55.274517,R11-M1-N3-C:J10-U01,RAS,KERNEL,INFO,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.'

The template of 'The number of read requests to the SSD is 10752.' is 'The number of read requests to the SSD is {number of read requests}.'

The template of 'The number of write requests to the SSD is 10752.' is 'The number of write requests to the SSD is {number of write requests}.'

The template of 'The number of read requests to the SSD is 10752. The number of write requests to the SSD is 10752.' is 'The number of read requests to the SSD is {number of read requests}. The number of write requests to the SSD is {number of write requests}.'

The template of 'The number of read requests to the SSD is 10752. The number of write requests to the SSD is 10752. The number of read requests to the SSD is 10752.' is 'The number of read requests to the SSD",108,256,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{num_total_interrupts} total interrupts. {num_critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,86,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",107,31,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.' The template of 'The number of read requests to the SSD is <*>.' is 'The number of read requests to the SSD is <*>.' The template of 'The number of write requests to the SSD is <*>.' is 'The number of write requests to the SSD is <*>.' The template of 'The number of read requests to the SSD is <*>. The number of write requests to the SSD is <*>.' is 'The number of read requests to the SSD is <*>. The number of write requests to the SSD is <*>.' The template of 'The number of read requests to the SSD is <*>. The number of write requests to the SSD is <*>. The number of read requests to the SSD is <*>.' is 'The number of read requests to the SSD","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt."
1876,-,1133454722,2005.12.01,R11-M1-ND-C:J09-U01,2005-12-01-08.32.02.378980,R11-M1-ND-C:J09-U01,RAS,KERNEL,INFO,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",total interrupts {total_interrupts} critical input interrupts {critical_input_interrupts} total spent on critical input interrupts {total_spent_on_critical_input_interrupts} max time in a critical input interrupt {max_time_in_a_critical_input_interrupt},108,69,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{num_total_interrupts} total interrupts. {num_critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,86,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {microseconds_total_spent_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {microseconds_max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,82,total interrupts <*> critical input interrupts <*> total spent on critical input interrupts <*> max time in a critical input interrupt <*>,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1877,-,1133454732,2005.12.01,R07-M1-N7-C:J07-U01,2005-12-01-08.32.12.649613,R07-M1-N7-C:J07-U01,RAS,KERNEL,INFO,"10666 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",total interrupts {total_interrupts} critical input interrupts {critical_input_interrupts} microseconds total spent on critical input interrupts {microseconds_total_spent_on_critical_input_interrupts} microseconds max time in a critical input interrupt {microseconds_max_time_in_a_critical_input_interrupt},108,81,"10666 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10666 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{interrupt_count} total interrupts. {critical_input_interrupt_count} critical input interrupts. {total_time_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,77,total interrupts: <num>. critical input interrupts: <num>. microseconds total spent on critical input interrupts: <time>. microseconds max time in a critical input interrupt: <time>,107,45,total interrupts <*> critical input interrupts <*> microseconds total spent on critical input interrupts <*> microseconds max time in a critical input interrupt <*>,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",total interrupts: <num>. critical input interrupts: <num>. microseconds total spent on critical input interrupts: <time>. microseconds max time in a critical input interrupt: <time>
1878,-,1133454734,2005.12.01,R07-M1-N7-C:J14-U01,2005-12-01-08.32.14.399124,R07-M1-N7-C:J14-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,103,35,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,102,35,0 microseconds spent in the rbs signal handler during 0 calls. {microseconds} microseconds was the maximum time for a single instance of a correctable ddr.,103,38,{microseconds} microseconds spent in the rbs signal handler during {calls} calls. {max_time} microseconds was the maximum time for a single instance of a correctable ddr.,101,43,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,101,36,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1879,-,1133454737,2005.12.01,R50-M1-NA-C:J11-U11,2005-12-01-08.32.17.451081,R50-M1-NA-C:J11-U11,RAS,KERNEL,INFO,"10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts {total interrupts}, critical input interrupts {critical input interrupts}, total spent on critical input interrupts {total spent on critical input interrupts}, max time in a critical input interrupt {max time in a critical input interrupt}.'

The template of 'Error in {device} {error message}' is 'Error in {device} {error message}",108,79,"10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",109,41,"10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",108,41,"total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.",109,30,"{total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {total_time_on_critical_input_interrupts} microseconds total spent on critical input interrupts, {max_time_in_a_critical_input_interrupt} microseconds max time in a critical input interrupt.",107,75,"{num_interrupts} total interrupts. {crit_input_int} critical input interrupts. {microsec_total} microseconds total spent on critical input interrupts, {microsec_max} microseconds max time in a critical input interrupt.",107,56,"total interrupts <*>, critical input interrupts <*>, total spent on critical input interrupts <*>, max time in a critical input interrupt <*>.' The template of 'Error in <*> <*>' is 'Error in <*> <*>","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","total interrupts. critical input interrupts. microseconds total spent on critical input interrupts, microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
