LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1315,Jul,15,23:42:43,combo,ftpd,15340.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1316,Jul,15,23:42:43,combo,ftpd,15327.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1317,Jul,15,23:42:43,combo,ftpd,15333.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1318,Jul,15,23:42:43,combo,ftpd,15323.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1319,Jul,15,23:42:43,combo,ftpd,15330.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1320,Jul,15,23:42:43,combo,ftpd,15322.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1321,Jul,15,23:42:43,combo,ftpd,15324.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1322,Jul,15,23:42:43,combo,ftpd,15329.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1323,Jul,15,23:42:43,combo,ftpd,15332.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1324,Jul,15,23:42:43,combo,ftpd,15328.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1325,Jul,15,23:42:43,combo,ftpd,15321.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1326,Jul,15,23:42:43,combo,ftpd,15326.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1327,Jul,15,23:42:43,combo,ftpd,15325.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1328,Jul,15,23:42:43,combo,ftpd,15331.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date} {time},182,16,connection from {ip} () at {date},181,11,connection from {} at {},182,6,connection from {ip_address} ({hostname}) at {date_time},182,18,connection from {from_addr} () at {time_stamp},182,16,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>
1329,Jul,15,23:42:44,combo,ftpd,15342.0,connection from 211.107.232.1 () at Fri Jul 15 23:42:44 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},182,11,connection from {ip} ({port}) at {date_time},182,15,connection from {ip} () at {time},181,11,connection from {} at {}.,182,8,connection from {ip} ({hostname}) at {date} {time} {year},182,20,connection from {from_addr} ({from_port}) at {time},182,17,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> () at <*>,connection from <*> at <*>.,connection from <*> (<*>) at <*> <*> <*>,connection from <*> (<*>) at <*>
1330,Jul,16,04:07:32,combo,su(pam_unix),16058.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),156,14,session opened for user {username} by (uid=0),156,14,session opened for user {user} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),156,14,session opened for user {username} by (uid={uid}),156,15,session opened for user {user} by (uid={uid}),156,15,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>)
1331,Jul,16,04:07:33,combo,su(pam_unix),16058.0,session closed for user cyrus,E101,session closed for user <*>,session closed for user {user},151,8,session closed for user {username},151,8,session closed for user {user},150,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
1332,Jul,16,04:07:34,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>],ALERT exited abnormally with [{exit_code}],155,14,ALERT exited abnormally with [%d],156,13,"ALERT exited abnormally with [uid={uid}, euid={euid}]",155,20,ALERT exited abnormally with [{exit_code}],156,14,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [<*>],ALERT exited abnormally with [%d],"ALERT exited abnormally with [uid=<*>, euid=<*>]",ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>]
1333,Jul,16,04:13:59,combo,su(pam_unix),17286.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid=0),155,14,session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),155,15,session opened for user {username} by {u} {tty} {hostname},155,20,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by <*> <*> <*>
1334,Jul,16,04:14:00,combo,su(pam_unix),17286.0,session closed for user news,E101,session closed for user <*>,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
1335,Jul,16,08:14:04,combo,ftpd,17669.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date_time}.,181,15,connection from {ip_address} () at {date},180,13,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},181,16,connection from {remote_addr} () at {timestamp},181,13,connection from <*> () at <*>,connection from <*> () at <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
1336,Jul,16,08:14:04,combo,ftpd,17670.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date_time}.,181,15,connection from {ip_address} () at {date},180,13,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},181,16,connection from {remote_addr} () at {timestamp},181,13,connection from <*> () at <*>,connection from <*> () at <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
1337,Jul,16,08:14:04,combo,ftpd,17667.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip_address} () at {date_time}.,181,15,connection from {ip_address} () at {date},180,13,connection from {ip_address} ({hostname}) at {date_time},181,17,connection from {ip} ({country}) at {time} {date},181,16,connection from {remote_addr} () at {timestamp},181,13,connection from <*> () at <*>,connection from <*> () at <*>.,connection from <*> () at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> () at <*>
1338,Jul,16,08:14:07,combo,ftpd,17673.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1339,Jul,16,08:14:07,combo,ftpd,17668.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1340,Jul,16,08:14:07,combo,ftpd,17671.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1341,Jul,16,08:14:07,combo,ftpd,17681.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1342,Jul,16,08:14:07,combo,ftpd,17680.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1343,Jul,16,08:14:07,combo,ftpd,17672.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1344,Jul,16,08:14:07,combo,ftpd,17687.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1345,Jul,16,08:14:07,combo,ftpd,17678.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1346,Jul,16,08:14:07,combo,ftpd,17675.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1347,Jul,16,08:14:07,combo,ftpd,17688.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1348,Jul,16,08:14:07,combo,ftpd,17677.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1349,Jul,16,08:14:07,combo,ftpd,17682.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1350,Jul,16,08:14:07,combo,ftpd,17683.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1351,Jul,16,08:14:07,combo,ftpd,17684.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1352,Jul,16,08:14:07,combo,ftpd,17685.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1353,Jul,16,08:14:07,combo,ftpd,17686.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1354,Jul,16,08:14:07,combo,ftpd,17676.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1355,Jul,16,08:14:07,combo,ftpd,17674.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1356,Jul,16,08:14:07,combo,ftpd,17689.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1357,Jul,16,08:14:07,combo,ftpd,17679.0,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,E119,connection from <*> () at <*>,connection from {ip} () at {date},180,11,connection from {ip} () at {date} {time},181,14,connection from {ip_address} () at {time},180,13,connection from {ip_address} () at {date},181,13,connection from {ip} ({hostname}) at {date} {time},181,17,connection from {remote_addr}() at {time},181,13,connection from <*> () at <*>,connection from <*> () at <*> <*>,connection from <*> () at <*>,connection from <*> () at <*>,connection from <*> (<*>) at <*> <*>,connection from <*>() at <*>
1358,Jul,17,04:06:32,combo,ftpd,19675.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 04:06:32 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({host}) at {date},201,13,connection from {ip} ({hostname}) at {date} {time},202,16,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at {date},201,42,connection from {ip} ({hostname}) at {date_time},202,15,connection from {client_ip} ({client_host}) at {time},202,17,connection from {ip} ({host}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (aml-sfh-3310b.adsl.wanadoo.nl) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
1359,Jul,17,04:06:32,combo,ftpd,19674.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 04:06:32 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({host}) at {date},201,13,connection from {ip} ({hostname}) at {date} {time},202,16,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at {date},201,42,connection from {ip} ({hostname}) at {date_time},202,15,connection from {client_ip} ({client_host}) at {time},202,17,connection from {ip} ({host}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (aml-sfh-3310b.adsl.wanadoo.nl) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
1360,Jul,17,04:08:08,combo,su(pam_unix),19686.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),156,14,session opened for user {username} by (uid=0),156,14,session opened for user {user} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),156,14,session opened for user {username} by (uid={uid}),156,15,session opened for user {user} by (uid={uid}),156,15,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>)
1361,Jul,17,04:08:09,combo,su(pam_unix),19686.0,session closed for user cyrus,E101,session closed for user <*>,session closed for user {user},151,8,session closed for user {username},151,8,session closed for user {user},150,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
1362,Jul,17,04:08:10,combo,cups,,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,cupsd shutdown succeeded,149,6,cupsd shutdown succeeded,151,7,cupsd shutdown succeeded,150,7,cupsd shutdown succeeded,151,7,{status}succeeded,150,8,cupsd shutdown succeeded,150,7,cupsd shutdown succeeded,cupsd shutdown succeeded,cupsd shutdown succeeded,cupsd shutdown succeeded,<*>,cupsd shutdown succeeded
1363,Jul,17,04:08:16,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded,cupsd startup succeeded,148,5,cupsd startup succeeded,150,6,cupsd startup succeeded,149,6,cupsd startup succeeded,150,6,cupsd startup succeeded,150,7,cupsd startup succeeded,150,7,cupsd startup succeeded,cupsd startup succeeded,cupsd startup succeeded,cupsd startup succeeded,cupsd startup succeeded,cupsd startup succeeded
