LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1752,2015-10-18,"18:09:43,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 286 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_{lease}] for {duration} seconds.  Will retry shortly ...,136,30,Failed to renew lease for [DFSClient_NONMAPREDUCE_<id>_<time>] for <duration> seconds.  Will retry shortly ...,140,39,Failed to renew lease for [DFSClient_NONMAPREDUCE_<client_id>_<timestamp>] for <duration> seconds.  Will retry shortly ...,139,41,Failed to renew lease for [DFSClient_{name}_{time}] for {seconds} seconds.  Will retry shortly ...,140,28,Failed to renew lease for [DFSClient_NONMAPREDUCE_{clientID}] for {seconds} seconds. Will retry shortly ...,138,35,Failed to renew lease for [<instance-name>] for <seconds>.  Will retry shortly ...,138,28,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<id>_<time>] for <duration> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<client_id>_<timestamp>] for <duration> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<instance-name>] for <seconds>. Will retry shortly ...
1753,2015-10-18,"18:09:44,479",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: {server}:8030. Already tried {tries} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",158,62,"Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).",161,59,"Retrying connect to server: {host}:{port}. Already tried {count} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",160,61,"Retrying connect to server: <server>{server}:{port}. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={retries}, sleepTime={sleep} {unit})",161,59,Retrying connect to server: {host}:{port}. Already tried {retried} time(s); retry policy is {policy},154,31,Retrying connect to server: <server>:<port>. Already tried {count} time(s); retry policy is {policy},154,30,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <*>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> <*>)",Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>,Retrying connect to server: <server>:<port>. Already tried <*> time(s); retry policy is <*>
1754,2015-10-18,"18:09:44,479",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,"ERROR IN CONTACTING RM.'

The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>",103,38,ERROR IN CONTACTING RM.,104,10,ERROR IN CONTACTING RM.,103,10,ERROR IN CONTACTING <rm>,104,10,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.' The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,ERROR IN CONTACTING <rm>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.
1755,2015-10-18,"18:09:44,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1756,2015-10-18,"18:09:44,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 287 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_{nonmapreduce}_{lease_time}_{id}] for {duration} seconds.  Will retry shortly ...,136,32,Failed to renew lease for [DFSClient_NONMAPREDUCE_{client_id}] for {lease_duration} seconds.  Will retry shortly ...,140,37,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for {seconds} seconds.  Will retry shortly ...,139,44,Failed to renew lease for <id> for <time> seconds.  Will retry shortly ...,140,22,Failed to renew lease for [DFSClient_NONMAPREDUCE_{index}] for {seconds} seconds. Will retry shortly ...,138,34,Failed to renew lease for [<service_name>:{service_name}] for <duration> seconds.  Will retry shortly ...,138,33,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for <id> for <time> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<service_name>:<*>] for <duration> seconds. Will retry shortly ...
1757,2015-10-18,"18:09:45,495",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_ip}:{old_port} New: {new_ip}:{new_port},142,29,"Address change detected. Old: <old_address>, New: <new_address>",143,19,Address change detected. Old: {old_address}:{old_port} New: {new_address}:{new_port},142,29,Address change detected. Old: <old_address> New: <new_address>,143,19,Address change detected. Old: {oldIp}:{oldPort} New: {newIp}:{newPort},140,25,Address change detected. Old: <host>:<port> New: <host>:<port>,140,21,Address change detected. Old: <*> New: <*>,"Address change detected. Old: <old_address>, New: <new_address>",Address change detected. Old: <*> New: <*>,Address change detected. Old: <old_address> New: <new_address>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <host>:<port> New: <host>:<port>
1758,2015-10-18,"18:09:45,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1759,2015-10-18,"18:09:45,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 288 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_{non_map_reduce}] for {lease_time} seconds.  Will retry shortly ...,136,36,"Failed to renew lease for [DFSClient_{name}, {pid}] for {seconds} seconds.  Will retry shortly ...",140,29,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 288 seconds.  Will retry shortly ...,139,45,Failed to renew lease for [DFSClient_{clientId}] for <leaseTime> seconds.  Will retry shortly ...,140,28,Failed to renew lease for [DFSClient_NONMAPREDUCE_{appId}] for {time} seconds. Will retry shortly ...,138,35,Failed to renew lease for <hostname>:<port> for <duration> seconds.  Will retry shortly ...,138,29,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Failed to renew lease for [<*>, <*>] for <*> seconds. Will retry shortly ...",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <leaseTime> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <hostname>:<port> for <duration> seconds. Will retry shortly ...
1760,2015-10-18,"18:09:46,495",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: {server}:8030. Already tried {tries} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",158,62,"Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).",161,59,"Retrying connect to server: {host}:{port}. Already tried {count} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",160,61,"Retrying connect to server: <server>{server}:{port}. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={retries}, sleepTime={sleep} {unit})",161,59,Retrying connect to server: {host}:{port}. Already tried {retried} time(s); retry policy is {policy},154,31,Retrying connect to server: <server>:<port>. Already tried {count} time(s); retry policy is {policy},154,30,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <*>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> <*>)",Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>,Retrying connect to server: <server>:<port>. Already tried <*> time(s); retry policy is <*>
1761,2015-10-18,"18:09:46,495",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,"ERROR IN CONTACTING RM.'

The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>",103,38,ERROR IN CONTACTING RM.,104,10,ERROR IN CONTACTING RM.,103,10,ERROR IN CONTACTING <rm>,104,10,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.' The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,ERROR IN CONTACTING <rm>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.
1762,2015-10-18,"18:09:46,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1763,2015-10-18,"18:09:46,760",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 289 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_{nonmapreduce}_{lease}] for {seconds} seconds.  Will retry shortly ...,136,28,"Failed to renew lease for <DFSClient_[DFSClient_NONMAPREDUCE_<ID>_<TIMESTAMP>], <RETRY_AFTER_SECONDS>> for <RETRY_AFTER_SECONDS>.  Will retry shortly ...",140,65,Failed to renew lease for [DFSClient_NONMAPREDUCE_<client_id>_<timestamp>] for <duration> seconds.  Will retry shortly ...,139,41,Failed to renew lease for <id> for <time> seconds.  Will retry shortly ...,140,22,Failed to renew lease for [DFSClient_NONMAPREDUCE_{appId}] for {seconds} seconds. Will retry shortly ...,138,35,Failed to renew lease for [<name>] for <seconds> seconds.  Will retry shortly ...,138,27,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Failed to renew lease for <DFSClient_[DFSClient_NONMAPREDUCE_<ID>_<TIMESTAMP>], <RETRY_AFTER_SECONDS>> for <RETRY_AFTER_SECONDS>. Will retry shortly ...",Failed to renew lease for [DFSClient_NONMAPREDUCE_<client_id>_<timestamp>] for <duration> seconds. Will retry shortly ...,Failed to renew lease for <id> for <time> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<name>] for <seconds> seconds. Will retry shortly ...
1764,2015-10-18,"18:09:47,510",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_ip}:{old_port} New: {new_ip}:{new_port},142,29,"Address change detected. Old: <old_address>, New: <new_address>",143,19,Address change detected. Old: {old_address}:{old_port} New: {new_address}:{new_port},142,29,Address change detected. Old: <old_address> New: <new_address>,143,19,Address change detected. Old: {oldIp}:{oldPort} New: {newIp}:{newPort},140,25,Address change detected. Old: <host>:<port> New: <host>:<port>,140,21,Address change detected. Old: <*> New: <*>,"Address change detected. Old: <old_address>, New: <new_address>",Address change detected. Old: <*> New: <*>,Address change detected. Old: <old_address> New: <new_address>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <host>:<port> New: <host>:<port>
1765,2015-10-18,"18:09:47,776",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1766,2015-10-18,"18:09:47,776",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 290 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_{lease}] for {seconds} seconds.  Will retry shortly ...,136,30,Failed to renew lease for [DFSClient_NONMAPREDUCE_{timestamp}] for {seconds} seconds.  Will retry shortly ...,140,33,Failed to renew lease for [DFSClient_NONMAPREDUCE_<pid>_<timestamp>] for <seconds> seconds.  Will retry shortly ...,139,39,Failed to renew lease for [DFSClient_{name}_{time}] for {seconds} seconds.  Will retry shortly ...,140,28,Failed to renew lease for [DFSClient_NONMAPREDUCE_{id}] for {seconds} seconds. Will retry shortly ...,138,34,Failed to renew lease for <resourceName> for <leaseDuration> seconds.  Will retry shortly ...,138,27,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<pid>_<timestamp>] for <seconds> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <resourceName> for <leaseDuration> seconds. Will retry shortly ...
1767,2015-10-18,"18:09:48,510",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: {server}:8030. Already tried {tries} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",158,62,"Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).",161,59,"Retrying connect to server: {host}:{port}. Already tried {count} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)",160,61,"Retrying connect to server: <server>{server}:{port}. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={retries}, sleepTime={sleep} {unit})",161,59,Retrying connect to server: {host}:{port}. Already tried {retried} time(s); retry policy is {policy},154,31,Retrying connect to server: <server>:<port>. Already tried {count} time(s); retry policy is {policy},154,30,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <ip>:<port>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<maxRetries>, sleepTime=<sleepTime>).","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Retrying connect to server: <*>. Already tried <tried> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> <*>)",Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>,Retrying connect to server: <server>:<port>. Already tried <*> time(s); retry policy is <*>
1768,2015-10-18,"18:09:48,510",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,"ERROR IN CONTACTING RM.'

The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>",103,38,ERROR IN CONTACTING RM.,104,10,ERROR IN CONTACTING RM.,103,10,ERROR IN CONTACTING <rm>,104,10,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.,100,9,ERROR IN CONTACTING RM.' The template of 'Failed to launch container. Error: <message>' is 'Failed to launch container. Error: <message>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,ERROR IN CONTACTING <rm>,ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.
1769,2015-10-18,"18:09:48,792",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1770,2015-10-18,"18:09:48,792",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 291 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_{nonmapreduce}_{lease_time}_{id}] for {duration} seconds.  Will retry shortly ...,136,32,Failed to renew lease for [DFSClient_{clientName}_{timestamp}] for {duration} seconds.  Will retry shortly ...,140,30,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process-id>_<timestamp>] for <seconds> seconds.  Will retry shortly ...,139,41,Failed to renew lease for [DFSClient_{id}] for {time} seconds.  Will retry shortly ...,140,26,Failed to renew lease for [DFSClient_NONMAPREDUCE_{appid}] for {seconds} seconds. Will retry shortly ...,138,35,Failed to renew lease for <name>:<leaseId> for <durationSeconds> seconds. Will retry shortly ...,138,30,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<process-id>_<timestamp>] for <seconds> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <name>:<leaseId> for <durationSeconds> seconds. Will retry shortly ...
1771,2015-10-18,"18:09:49,511",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_ip}:{old_port} New: {new_ip}:{new_port},142,29,"Address change detected. Old: <old_address>, New: <new_address>",143,19,Address change detected. Old: {old_address}:{old_port} New: {new_address}:{new_port},142,29,Address change detected. Old: <old_address> New: <new_address>,143,19,Address change detected. Old: {oldIp}:{oldPort} New: {newIp}:{newPort},140,25,Address change detected. Old: <host>:<port> New: <host>:<port>,140,21,Address change detected. Old: <*> New: <*>,"Address change detected. Old: <old_address>, New: <new_address>",Address change detected. Old: <*> New: <*>,Address change detected. Old: <old_address> New: <new_address>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <host>:<port> New: <host>:<port>
1772,2015-10-18,"18:09:49,792",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,Address change detected. Old: {old_address} New: {new_address},142,19,Address change detected. Old: <ip>:<port> New: <ip>:<port>,143,21,"Address change detected. Old: {old_address}, New: {new_address}",142,19,Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,143,24,Address change detected. Old: {old_address} New: {new_address},140,19,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>,140,23,Address change detected. Old: <*> New: <*>,Address change detected. Old: <ip>:<port> New: <ip>:<port>,"Address change detected. Old: <*>, New: <*>",Address change detected. Old: <host>/<ip>:<port> New: <host>:<port>,Address change detected. Old: <*> New: <*>,Address change detected. Old: <hostname>:<port> New: <hostname>:<port>
1773,2015-10-18,"18:09:49,792",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 292 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_{lease}] for {seconds} seconds.  Will retry shortly ...,136,30,Failed to renew lease for <node>:<port> for <seconds> seconds.  Will retry shortly ...,140,25,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for {time} seconds.  Will retry shortly ...,139,44,Failed to renew lease for [DFSClient_{type}_{id}] for {seconds} seconds.  Will retry shortly ...,140,28,Failed to renew lease for [DFSClient_NONMAPREDUCE_{id}] for {seconds} seconds. Will retry shortly ...,138,34,Failed to renew lease for <host>:<port> for <seconds> seconds.  Will retry shortly ...,138,28,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <node>:<port> for <seconds> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Failed to renew lease for <host>:<port> for <seconds> seconds. Will retry shortly ...
