LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1586,03-17,16:15:52.379,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1587,03-17,16:15:52.380,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1588,03-17,16:15:52.429,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1589,03-17,16:15:52.429,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1590,03-17,16:15:52.445,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1591,03-17,16:15:52.446,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1592,03-17,16:15:52.525,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1593,03-17,16:15:52.526,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1594,03-17,16:15:52.546,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
1595,03-17,16:15:52.546,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis:{number} mask:{number} oldVal:{number} newVal:{number} diff:{number} fullscreenStackVis:{number} dockedStackVis:{number} fullscreenStackBounds=Rect(0, 0 - 0, 0) dockedStackBounds=Rect(0, 0 - 0, 0)",184,77,"setSystemUiVisibility vis=[{int}, {int}], mask=[{int}, {int}], oldVal=[{int}, {int}], newVal=[{int}, {int}], diff=[{int}, {int}], fullscreenStackVis=[{int}, {int}], dockedStackVis=[{int}, {int}], fullscreenStackBounds=Rect({float}, {float}, {float}, {float}), dockedStackBounds=Rect({float}, {float}, {float}, {float})",190,113,"setSystemUiVisibility vis={int}, mask={int}, oldVal={int}, newVal={int}, diff={int}, fullscreenStackVis={int}, dockedStackVis={int}, fullscreenStackBounds={Rect}, dockedStackBounds={Rect}",189,56,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}",190,72,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis={int} mask={int} oldVal={int} newVal={int} diff={int} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds={rect}, dockedStackBounds={rect}",189,59,"setSystemUiVisibility vis:<*> mask:<*> oldVal:<*> newVal:<*> diff:<*> fullscreenStackVis:<*> dockedStackVis:<*> fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>) dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=[<*>, <*>], mask=[<*>, <*>], oldVal=[<*>, <*>], newVal=[<*>, <*>], diff=[<*>, <*>], fullscreenStackVis=[<*>, <*>], dockedStackVis=[<*>, <*>], fullscreenStackBounds=Rect(<*>, <*>, <*>, <*>), dockedStackBounds=Rect(<*>, <*>, <*>, <*>)","setSystemUiVisibility vis=<*>, mask=<*>, oldVal=<*>, newVal=<*>, diff=<*>, fullscreenStackVis=<*>, dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds={Rect(number, number - number, number)} dockedStackBounds={Rect(number, number - number, number)}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=<*>, dockedStackBounds=<*>"
1596,03-17,16:15:52.561,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,shouldBlockLocation running ...,106,6,shouldBlockLocation running at {location}.,111,9,shouldBlockLocation {bool} {string},110,10,shouldBlockLocation running ...,111,6,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,111,10,shouldBlockLocation running ...,shouldBlockLocation running at <*>.,shouldBlockLocation <*> <*>,shouldBlockLocation running ...,shouldBlockLocation running ...,shouldBlockLocation running ...
1597,03-17,16:15:52.569,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E128,shouldBlockLocation ret:<*>,shouldBlockLocation  ret:{bool},108,9,shouldBlockLocation ret:{bool}.,113,8,shouldBlockLocation  ret:{bool},112,9,shouldBlockLocation ret:{bool},113,8,shouldBlockLocation ret:{bool},110,9,shouldBlockLocation {boolean},110,7,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>.,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation ret:<*>,shouldBlockLocation <*>
1598,03-17,16:15:52.569,2626,2838,D,PhoneInterfaceManager,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,E49,getAllCellInfo is blocked by permission manager . callingPackage = <*>,getAllCellInfo is blocked by permission manager . callingPackage = {string},122,17,"getAllCellInfo is blocked by permission manager , callingPackage = {string}",126,17,getAllCellInfo is blocked by permission manager . callingPackage = {string}.,125,18,getAllCellInfo is blocked by permission manager . callingPackage = {string},126,17,getAllCellInfo is blocked by permission manager . callingPackage = {string},124,18,"getAllCellInfo is blocked by permission manager . callingPackage = {string}, callingClassName = {string}",124,25,getAllCellInfo is blocked by permission manager . callingPackage = <*>,"getAllCellInfo is blocked by permission manager , callingPackage = <*>",getAllCellInfo is blocked by permission manager . callingPackage = <*>.,getAllCellInfo is blocked by permission manager . callingPackage = <*>,getAllCellInfo is blocked by permission manager . callingPackage = <*>,"getAllCellInfo is blocked by permission manager . callingPackage = <*>, callingClassName = <*>"
1599,03-17,16:15:53.082,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261977717, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}, uid={number}",136,24,"userActivityNoUpdateLocked: eventTime={time}, event={int}, flags={hex}, uid={int}",143,26,"userActivityNoUpdateLocked: eventTime={number}, event={string}, flags={string}, uid={number}",142,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}",143,26,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}",140,23,"userActivityNoUpdateLocked: eventTime={number}, event={int}, flags={int}, uid={number}",140,29,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
1600,03-17,16:15:53.084,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number}userId={number}",171,66,"ready={bool}, policy={int}, wakefulness={int}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={float} userId={int}",178,69,"ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}",177,68,"ready={bool}, policy={number}, wakefulness={number}, wksummary={hex}, uasummary={hex}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={number}, manual={number}, auto={number}, adj={float}, userId={number}",178,69,"ready={bool},policy={int},wakefulness={int},wksummary=0x{hex},uasummary=0x{hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={int},auto={int},adj={float},userId={int}",173,84,"ready={bool}, policy={int}, wakefulness={int}, wksummary={string}, uasummary={string}, bootcompleted={bool}, boostinprogress={bool}, waitmodeenable={bool}, mode={bool}, manual={int}, auto={int}, adj={double}, userid={int}",173,78,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*> userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>","ready=<*>, policy=<*>, wakefulness=<*>, wksummary=<*>, uasummary=<*>, bootcompleted=<*>, boostinprogress=<*>, waitmodeenable=<*>, mode=<*>, manual=<*>, auto=<*>, adj=<*>, userid=<*>"
1601,03-17,16:15:53.180,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),setLightsOn({bool}),107,8,setLightsOn({bool}).,112,8,setLightsOn:{bool},111,8,setLightsOn({boolean}),112,8,setLightsOn({bool}),109,9,setLightsOn({bool}),109,9,setLightsOn(<*>),setLightsOn(<*>).,setLightsOn:<*>,setLightsOn(<*>),setLightsOn(<*>),setLightsOn(<*>)
