LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
1905,2015-07-29,"19:36:38,838",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49949,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.11:49949,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:49949' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:49949' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>' is 'Error connecting to <*>' The
1906,2015-07-29,"19:36:42,177",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49957,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:49957' is 'Error connecting to {ip}:{port}'
The template of 'Client 10.10.34.11:49957 disconnected' is 'Client {ip}:{port} disconnected","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
1907,2015-07-29,"19:36:45,518",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}, my id = {my_id}, error = {error}'
""Connection broken for {id}, my id = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is
Message arrived on queue","Connection broken for <*>, my id = <*>, error = <*>' ""Connection broken for <*>, my id = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
1908,2015-07-29,"19:36:45,520",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}, my id = {my_id}, error = {error}'
""Connection broken for {id}, my id = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is
Message arrived on queue","Connection broken for <*>, my id = <*>, error = <*>' ""Connection broken for <*>, my id = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
1909,2015-07-29,"19:36:48,859",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
1910,2015-07-29,"19:36:58,955",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}, my id = {my_id}, error = {error}'
""Connection broken for {id}, my id = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is
Message arrived on queue","Connection broken for <*>, my id = <*>, error = <*>' ""Connection broken for <*>, my id = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
1911,2015-07-29,"19:36:59,065",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
1912,2015-07-29,"19:37:02,404",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:47454,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:47454,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
1913,2015-07-29,"19:37:02,415",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:47464,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:47464,"Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.13:
The template of 'Error connecting to 10.10.34.13:' is 'Error connecting to {ip}:{port}'",Received connection request from <*>,of 'Error connecting to <*>: The
1914,2015-07-29,"19:37:05,751",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}, my id = {my_id}, error = {error}'
""Connection broken for {id}, my id = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is
Message arrived on queue","Connection broken for <*>, my id = <*>, error = <*>' ""Connection broken for <*>, my id = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
1915,2015-07-29,"19:37:08,902",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
1916,2015-07-29,"19:37:09,091",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
1917,2015-07-29,"19:37:09,092",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
1918,2015-07-29,"19:37:12,435",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:47500,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:47500,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
1919,2015-07-29,"19:37:18,925",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}, my id = {my_id}, error = {error}'
""Connection broken for {id}, my id = {my_id}, error = {error}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is 'Message arrived on queue'
The template of 'Message arrived on queue' is
Message arrived on queue","Connection broken for <*>, my id = <*>, error = <*>' ""Connection broken for <*>, my id = <*>, error = <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
1920,2015-07-29,"19:37:19,003",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
1921,2015-07-29,"19:53:54,912",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:54265 (no session established for client),E9,Closed socket connection for client <*>:<*> (no session established for client),86,Closed socket connection for client,Closed socket connection for client {client_ip}:{client_port} (no session established for client),Closed socket connection for client,Closed socket connection for client <*> (no session established for client)
1922,2015-07-29,"19:54:00,915",INFO,WorkerReceiver[myid=3],FastLeaderElection,542,"Notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0x1 (n.peerEPoch), LOOKING (my state)",E37,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",121,"Notification: {n.leader}, {n.zxid}, {n.round}, {n.state}, {n.sid}, {n.peerEPoch}, {my state}'
""Notification: {n.leader}, {n.zxid}, {n.round}, {n.state}, {n.sid}, {n.peerEPoch}, {my state}""","Notification: {n.leader} (n.zxid), {n.round} (n.state), {n.sid} (n.peerEPoch), {my state}
The template of 'Notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0x1 (n.peerEPoch), LOOKING (my state)' is 'Notification: {n.leader} (n.zxid), {n.round} (n.state), {n.sid} (n.peerEPoch), {my state}","Notification: <*>, <*>, <*>, <*>, <*>, <*>, <*>' ""Notification: <*>, <*>, <*>, <*>, <*>, <*>, <*>","of 'Notification: <*> (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), LOOKING (n.state), <*> (n.sid), 0x1 (n.peerEPoch), LOOKING (my state)' is 'Notification: <*> (n.zxid), <*> (n.state), <*> (n.peerEPoch), <*>"
1923,2015-07-29,"19:55:01,647",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:54294 (no session established for client),E9,Closed socket connection for client <*>:<*> (no session established for client),86,Closed socket connection for client,Closed socket connection for client {client_ip}:{client_port} (no session established for client),Closed socket connection for client,Closed socket connection for client <*> (no session established for client)
1924,2015-07-29,"19:55:02,980",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.13:54298,E2,Accepted socket connection from <*>:<*>,78,Accepted socket connection from,"Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.",Accepted socket connection from,Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1925,2015-07-29,"19:55:19,655",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.13:54310,E2,Accepted socket connection from <*>:<*>,78,Accepted socket connection from,"Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.",Accepted socket connection from,Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1926,2015-07-29,"21:01:45,071",INFO,CommitProcessor,3:ZooKeeperServer,595,Established session 0x34ed9ac1c1e0007 with negotiated timeout 10000 for client /10.10.34.12:59224,E13,Established session <*> with negotiated timeout <*> for client <*>:<*>,93,"Established session {session_id} with negotiated timeout {timeout} for client {client}'
""Established session {session_id} with negotiated timeout {timeout} for client {client}""","Established session with negotiated timeout {session} for client {client}:
Established session {session} with negotiated timeout {timeout} for client {client}","Established session <*> with negotiated timeout <*> for client <*>' ""Established session <*> with negotiated timeout <*> for client <*>",Established session with negotiated timeout <*> for client <*>: Established session <*> with negotiated timeout <*> for client <*>
1927,2015-07-29,"21:34:44,640",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.12:59230; will be dropped if server is in r-o mode,E12,Connection request from old client <*>:<*>; will be dropped if server is in r-o mode,88,Connection request from old client /{client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client {client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode
1928,2015-07-29,"21:34:46,432",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.12:59235,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {ip}'
""Accepted socket connection from {ip}: {port}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>: <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1929,2015-07-29,"21:34:47,040",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.17:51260,E7,Client attempting to establish new session at <*>:<*>,79,"Client attempting to establish new session at {client_ip}'
{date} {time} - {source_ip} {source_port} {destination_ip} {destination_port} {protocol} {message_id} {message}
""Client attempting to establish new session at {client_ip} {client_port} {protocol}""","Client attempting to establish new session at {client_ip}:{client_port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user'
The template of 'User logged in from IP address 10.10.34.17' is 'User logged in from {client_ip}'
The template of 'User logged in from IP address 10.10.34.17' is 'User logged in from {client_ip}'","Client attempting to establish new session at <*>' <*> <*> - <*> <*> <*> <*> <*> <*> <*> ""Client attempting to establish new session at <*> <*> <*>",of 'Failed to authenticate user' is 'Failed to authenticate user' The
1930,2015-07-29,"23:02:33,103",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.38:43508,E7,Client attempting to establish new session at <*>:<*>,79,"Client attempting to establish new session at {client_ip}'
""Client attempting to establish new session at {client_ip}""","Client attempting to establish new session at {client_ip}:{client_port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user","Client attempting to establish new session at <*>' ""Client attempting to establish new session at <*>",of 'Failed to authenticate user' is 'Failed to authenticate user
1931,2015-07-29,"23:05:05,988",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,65,caught end of stream exception,Caught end of stream exception,caught end of stream exception,Caught end of stream exception
1932,2015-07-29,"23:42:53,384",INFO,CommitProcessor,3:ZooKeeperServer,595,Established session 0x34ed9ac1c1e002e with negotiated timeout 10000 for client /10.10.34.42:39469,E13,Established session <*> with negotiated timeout <*> for client <*>:<*>,93,"Established session {session_id} with negotiated timeout {timeout} for client {client}'
""Established session {session_id} with negotiated timeout {timeout} for client {client}""","Established session with negotiated timeout 10000 for client {client_ip}:{client_port}'
Could you please provide me with the log message you would like me to analyze and abstract?","Established session <*> with negotiated timeout <*> for client <*>' ""Established session <*> with negotiated timeout <*> for client <*>",Established session with negotiated timeout <*> for client <*>' Could you please provide me with the log message you would like me to analyze and abstract?
1933,2015-07-29,"23:44:22,733",INFO,CommitProcessor,3:ZooKeeperServer,595,Established session 0x34ed9ac1c1e0036 with negotiated timeout 10000 for client /10.10.34.36:37583,E13,Established session <*> with negotiated timeout <*> for client <*>:<*>,92,"Established session {session_id} with negotiated timeout {timeout} for client {client}'
""Established session {session_id} with negotiated timeout {timeout} for client {client}""","Established session with negotiated timeout 10000 for client {client_ip}:{client_port}'
Could you please provide me with the log message you would like me to analyze and abstract?","Established session <*> with negotiated timeout <*> for client <*>' ""Established session <*> with negotiated timeout <*> for client <*>",Established session with negotiated timeout <*> for client <*>' Could you please provide me with the log message you would like me to analyze and abstract?
1934,2015-07-29,"23:44:23,034",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.39:45022,E7,Client attempting to establish new session at <*>:<*>,79,"Client attempting to establish new session at {client_ip}'
""Client attempting to establish new session at {client_ip}""","Client attempting to establish new session at {client_ip}:{client_port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user","Client attempting to establish new session at <*>' ""Client attempting to establish new session at <*>",of 'Failed to authenticate user' is 'Failed to authenticate user
1935,2015-07-29,"23:52:09,561",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.41:54923,E2,Accepted socket connection from <*>:<*>,78,Accepted socket connection from,"Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.",Accepted socket connection from,Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1936,2015-07-30,"14:38:37,500",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:35811,E2,Accepted socket connection from <*>:<*>,78,Accepted socket connection from,"Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.",Accepted socket connection from,Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1937,2015-07-30,"14:48:54,960",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,65,caught end of stream exception,Caught end of stream exception,caught end of stream exception,Caught end of stream exception
1938,2015-07-30,"14:52:35,531",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:37021,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {ip}'
""Accepted socket connection from {ip}: {port}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>: <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1939,2015-07-30,"15:13:40,916",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:59284 which had sessionid 0x34ed9ac1c1e0059,E10,Closed socket connection for client <*>:<*> which had sessionid <*>,89,"Closed socket connection for client {client_ip}: {client_port} which had sessionid {session_id}'
""Closed socket connection for client {client_ip}: {client_port} which had sessionid {session_id}""","Closed socket connection for client {client_ip}:{client_port} which had sessionid {sessionid}'
Could you please provide me with the log message you would like me to abstract?","Closed socket connection for client <*>: <*> which had sessionid <*>' ""Closed socket connection for client <*>: <*> which had sessionid <*>",Closed socket connection for client <*> which had sessionid <*>' Could you please provide me with the log message you would like me to abstract?
1940,2015-07-30,"15:13:40,916",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,65,caught end of stream exception,Caught end of stream exception,caught end of stream exception,Caught end of stream exception
1941,2015-07-30,"15:13:49,197",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.13:54387,E7,Client attempting to establish new session at <*>:<*>,79,"Client attempting to establish new session at {client_ip}'
{date} {time} - {source_ip} {source_port} {destination_ip} {destination_port} {protocol} {message_id} {message_type} {message}
{source_ip} {source_port} {destination_ip} {destination_port} {protocol} {message_id} {message_type} {message}","Client attempting to establish new session at {client_ip}:{client_port}'
The template of 'Failed to authenticate user' is 'Failed to authenticate user'
The template of 'User logged in from IP address 10.10.34.13' is 'User logged in from {client_ip}'
The template of 'User logged in from IP address 10.10.34.13' is 'User logged in from {client_ip}'",Client attempting to establish new session at <*>' <*> <*> - <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,of 'Failed to authenticate user' is 'Failed to authenticate user' The
1942,2015-07-30,"15:13:54,423",INFO,CommitProcessor,3:ZooKeeperServer,595,Established session 0x34ed9ac1c1e0064 with negotiated timeout 10000 for client /10.10.34.11:37111,E13,Established session <*> with negotiated timeout <*> for client <*>:<*>,92,"Established session {session_id} with negotiated timeout {timeout} for client {client}'
""Established session {session_id} with negotiated timeout {timeout} for client {client}""","Established session with negotiated timeout {session} for client {client}:{port}
Interrupted while waiting for message on queue","Established session <*> with negotiated timeout <*> for client <*>' ""Established session <*> with negotiated timeout <*> for client <*>",Established session with negotiated timeout <*> for client <*> Interrupted while waiting for message on queue
1943,2015-07-30,"15:14:15,378",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.11:37116; will be dropped if server is in r-o mode,E12,Connection request from old client <*>:<*>; will be dropped if server is in r-o mode,88,Connection request from old client /{client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client {client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode
1944,2015-07-30,"15:32:23,858",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:37330,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {client}'
""Accepted socket connection from {client}:{port}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1945,2015-07-30,"16:18:14,811",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.18:46783 which had sessionid 0x34ed9ac1c1e0086,E10,Closed socket connection for client <*>:<*> which had sessionid <*>,89,"Closed socket connection for client {client}'
""Closed socket connection for client {client} which had sessionid {sessionid}""","Closed socket connection for client {client_ip}:{client_port} which had sessionid {sessionid}'
Could you please provide me with the log message you would like me to abstract?","Closed socket connection for client <*>' ""Closed socket connection for client <*> which had sessionid <*>",Closed socket connection for client <*> which had sessionid <*>' Could you please provide me with the log message you would like me to abstract?
1946,2015-07-30,"16:18:36,028",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:40581 which had sessionid 0x34ed9ac1c1e0093,E10,Closed socket connection for client <*>:<*> which had sessionid <*>,89,"Closed socket connection for client {client}'
""Closed socket connection for client {client} which had sessionid {sessionid}""","Closed socket connection for client {clientip}:{clientport} which had sessionid {sessionid}'
Could you please provide me with the log message you would like me to analyze and abstract?","Closed socket connection for client <*>' ""Closed socket connection for client <*> which had sessionid <*>",Closed socket connection for client <*> which had sessionid <*>' Could you please provide me with the log message you would like me to analyze and abstract?
1947,2015-07-30,"16:21:13,810",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,65,caught end of stream exception,Caught end of stream exception,caught end of stream exception,Caught end of stream exception
1948,2015-07-30,"16:21:27,293",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.12:59323,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {ip}'
""Accepted socket connection from {ip}:{port}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1949,2015-07-30,"16:34:25,605",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:54616; will be dropped if server is in r-o mode,E12,Connection request from old client <*>:<*>; will be dropped if server is in r-o mode,88,Connection request from old client /{client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client {client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode
1950,2015-07-30,"16:34:35,580",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.14:49822; will be dropped if server is in r-o mode,E12,Connection request from old client <*>:<*>; will be dropped if server is in r-o mode,88,Connection request from old client /{client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client {client_ip}:{client_port}; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode,Connection request from old client <*>; will be dropped if server is in r-o mode
1951,2015-07-30,"16:36:05,149",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:41160 which had sessionid 0x34ed9ac1c1e00a9,E10,Closed socket connection for client <*>:<*> which had sessionid <*>,90,"Closed socket connection for client {client}'
""Closed socket connection for client {client} which had sessionid {sessionid}""","Closed socket connection for client {client_ip}:{client_port} which had sessionid {sessionid}'
Could you please provide me with the log message you would like me to abstract?","Closed socket connection for client <*>' ""Closed socket connection for client <*> which had sessionid <*>",Closed socket connection for client <*> which had sessionid <*>' Could you please provide me with the log message you would like me to abstract?
1952,2015-07-30,"17:11:56,508",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.12:59359,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {ip}'
""Accepted socket connection from {ip}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1953,2015-07-30,"17:22:36,450",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.13:54649,E2,Accepted socket connection from <*>:<*>,78,"Accepted socket connection from {ip}'
""Accepted socket connection from {ip}""","Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.","Accepted socket connection from <*>' ""Accepted socket connection from <*>",Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1954,2015-07-30,"17:34:50,730",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:41732,E2,Accepted socket connection from <*>:<*>,78,Accepted socket connection from,"Accepted socket connection from {ip}:{port}'
Please provide me with the log message you would like me to identify and abstract the dynamic variables from.",Accepted socket connection from,Accepted socket connection from <*>' Please provide me with the log message you would like me to identify and abstract the dynamic variables from.
1955,2015-07-30,"17:36:52,812",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,65,caught end of stream exception,Caught end of stream exception,caught end of stream exception,Caught end of stream exception
