LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1618,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1279,E11,Got assigned task <*>,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},78,10,Got assigned task {taskNumber},78,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1619,17/06/09,20:11:09,INFO,executor.Executor,Running task 39.0 in stage 27.0 (TID 1279),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),92,25,Running task {task_id}.{stage}.(TID {tid}) in stage {stage},93,22,Running task {task_name} in stage {stage} (TID {task_id}),92,21,Running task {task_id}.{stage_id} in stage {stage_id} (TID {tid}),93,26,Running task {taskId}.{stageId} in stage {stageId}.{attemptId} ({executorId}),91,30,Running task {task_id}.{stage_index} in stage {stage_id},91,21,Running task <*> in stage <*> (TID <*>),Running task <*>.(TID <*>) in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>),Running task <*> in stage <*>
1620,17/06/09,20:11:09,INFO,storage.BlockManager,Found block rdd_42_39 locally,E10,Found block <*> locally,Found block rdd_{rdd_id}_{part_id} locally,81,16,Found block rdd_42_39 locally,82,12,Found block {block_id} locally,81,9,Found block {blockId} locally,82,8,Found block rdd_{id}_{index} locally,80,12,Found block {block_id} locally,80,10,Found block <*> locally,Found block rdd_42_39 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block <*> locally
1621,17/06/09,20:11:09,INFO,python.PythonRunner,"Times: total = 41, boot = 31, init = 9, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",92,26,"{times} times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",92,29,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1622,17/06/09,20:11:09,INFO,python.PythonRunner,"Times: total = 39, boot = 27, init = 11, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1623,17/06/09,20:11:09,INFO,executor.Executor,Finished task 35.0 in stage 27.0 (TID 1275). 2430 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task} in stage {stage} (TID {tid}). {result} bytes result sent to driver,104,26,Finished task {task_id}.{stage}.{tid} ({bytes_sent}) in stage {stage} ({tid}).,105,28,Finished task {task_id} in stage {stage_id}. {size} bytes result sent to driver,104,24,Finished task {task_id}.{stage} in stage {tid}. {result_size} bytes result sent to driver,105,27,Finished task {taskId}.{decimalPart} in stage {stageId}.{decimalPart} (TID {threadId}). {byteResult} bytes result sent to driver,104,44,Finished task {}.{} in stage {}.{} (TID {taskId}). {bytesSentToDriver},104,26,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>) in stage <*> (<*>).,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*>
1624,17/06/09,20:11:09,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 19, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"{times_total}, {times_boot}, {times_init}, {times_finish}",93,24,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*>, <*>, <*>, <*>"
1625,17/06/09,20:11:09,INFO,executor.Executor,Finished task 38.0 in stage 27.0 (TID 1278). 2882 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id} in stage {stage_id} (TID {task_id}). {result_size} bytes result sent to driver,104,34,Finished task {task_id}.{stage}.{tid} ({bytes_sent}),105,20,Finished task {task_id}. {task_stage}. {task_result} sent to driver.,104,23,Finished task {task_id}.{stage} in stage {tid}. {bytes} bytes result sent to driver,105,25,Finished task {task_id}.{stage_id} in stage {stage_id} ({TID}). {result_bytes} bytes result sent to driver,104,38,Finished task {}.{} bytes result sent to driver,104,13,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>),Finished task <*>. <*>. <*> sent to driver.,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> bytes result sent to driver
1626,17/06/09,20:11:09,INFO,python.PythonRunner,"Times: total = 42, boot = 27, init = 14, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"{times}, total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,28,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*>, total = <*>, boot = <*>, init = <*>, finish = <*>"
1627,17/06/09,20:11:09,INFO,executor.Executor,Finished task 37.0 in stage 27.0 (TID 1277). 2349 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{stage_id} ({task_id}) in stage {stage_id}.{stage_id} ({stage_id}). {bytes} bytes result sent to driver,104,44,Finished task {task_id}.{stage}.{tid} ({total_time}) in {name}. {result_bytes} bytes result sent to driver,105,34,Finished task {task_id}. {stage}. {task_result},104,17,Finished task {task_id}.{stage}.(TID {tid}). {result_size} bytes result sent to driver,105,28,Finished task {task_id}.{decimal_part} in stage {stage_id}.{decimal_part} (TID {thread_id}). {result_bytes} bytes result sent to driver,104,50,Finished task {}.{} in stage {}.{} (TID {}). {}-bytes result sent to driver,104,26,Finished task <*> (<*>) in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>) in <*>. <*> bytes result sent to driver,Finished task <*>. <*>. <*>,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*>-bytes result sent to driver
1628,17/06/09,20:11:09,INFO,executor.Executor,Finished task 36.0 in stage 27.0 (TID 1276). 2673 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{stage_id} ({TID}): {result_size} bytes result sent to driver,104,29,Finished task {stage}.{tid}.{task_id} in stage {stage}.{tid}.{task_id} (TID {tid}). {bytes} bytes result sent to driver,105,42,Finished task {task_id}.{stage}.{task_result} (TID {task_tid}). {task_size} bytes result sent to driver,104,35,Finished task {task_id}.{stage} in stage {stage} (TID {tid}). {bytes} bytes result sent to driver,105,31,Finished task {taskId}.{stageId}.(TID {threadId}). {resultSize} bytes result sent to driver,104,32,Finished task {} in stage {} (TID {task}). {} bytes result sent to driver,104,22,Finished task <*> (<*>): <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1629,17/06/09,20:11:09,INFO,python.PythonRunner,"Times: total = 39, boot = 17, init = 21, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"{total} times, {boot} boot, {init} init, {finish} finish",93,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times, <*> boot, <*> init, <*> finish"
1630,17/06/09,20:11:09,INFO,executor.Executor,Finished task 39.0 in stage 27.0 (TID 1279). 2267 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{stage_id} ({task_id}) in stage {stage_id}.{stage_id} ({stage_id}). {result_bytes} bytes result sent to driver,104,46,Finished task {task_id}.{stage}.{tid} ({bytes_sent}),105,20,Finished task {task_id} in stage {stage} (TID {tid}). {result} bytes result sent to driver,104,28,Finished task {task_id}.{stage} in stage {tid}. {result_size} bytes result sent to driver,105,27,Finished task {taskId}.{stageId}.(TID {threadId}). {resultSize} bytes result sent to driver,104,32,Finished task {taskNum}.{stageNum} ({tid}). {bytesSentToDriver} bytes result sent to driver,104,29,Finished task <*> (<*>) in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>),Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>). <*> bytes result sent to driver
1631,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1280,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {taskId},78,9,Got assigned task {task},78,8,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1632,17/06/09,20:11:09,INFO,executor.Executor,Running task 0.0 in stage 28.0 (TID 1280),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.{task_attempt} in stage {stage_id}.{stage_attempt} (TID {task_id}),91,35,Running task {task_id} in stage {stage} ({tid}),92,16,Running task {task} in stage {stage} (TID {tid}),91,17,Running task {task_id}.{stage_id} in stage {stage_id} (TID {tid}),92,26,Running task {task_id}.{task_index} in stage {stage_id}.{stage_index} (TID {thread_id}),90,36,Running task {taskNum} in stage {stageNum} ({tid}),90,17,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
1633,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1281,E11,Got assigned task <*>,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task_id},78,10,Got assigned task {taskID},78,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1634,17/06/09,20:11:09,INFO,executor.Executor,Running task 1.0 in stage 28.0 (TID 1281),E24,Running task <*> in stage <*> (TID <*>),Running task {task} in stage {stage} (TID {tid}),91,17,Running task 1.0 in stage {stage} (TID {tid}),92,18,Running task {task_name} in stage {stage} (TID {task_id}),91,21,Running task {task_number}.{decimal_part} in stage {stage_number}.{decimal_part} (TID {tid}),92,33,Running task {taskId}.{partitionId} in stage {stageId}.{attemptId} (TID {threadId}),90,32,Running task {task} in stage {stage} ({TID}),90,16,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
1635,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1282,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task},78,8,Got assigned task {task_id},78,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1636,17/06/09,20:11:09,INFO,executor.Executor,Running task 2.0 in stage 28.0 (TID 1282),E24,Running task <*> in stage <*> (TID <*>),Running task {task} in stage {stage} (TID {tid}),91,17,Running task 2.0 in stage {stage} (TID {tid}),92,18,Running task {task} in stage {stage} (TID {tid}),91,17,Running task {task_id}.{stage_id} in stage {tid},92,18,Running task {task}.{stage}.{threadId} in stage {stage}.{threadId},90,25,Running task {task_id} in stage {stage_id} ({task_count}),90,21,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*>,Running task <*> in stage <*> (<*>)
1637,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1283,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task},78,8,Got assigned task {task_id},78,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1638,17/06/09,20:11:09,INFO,executor.Executor,Running task 3.0 in stage 28.0 (TID 1283),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {tid}),91,23,Running task {task} in stage {stage} ({tid}),92,14,Running task {task_name} in stage {stage} (TID {task_id}),91,21,Running task {task_id}.{stage_num} in stage {stage_num} (TID {tid}),92,26,Running task {task_id}.{decimal_part} in stage {stage_id}.{decimal_part} (TID {thread_id}),90,38,Running task {task_id} in stage {stage_id} ({task_type}),90,21,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>)
1639,17/06/09,20:11:09,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1284,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task},78,8,Got assigned task {taskNumber},78,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1640,17/06/09,20:11:09,INFO,executor.Executor,Running task 4.0 in stage 28.0 (TID 1284),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),91,25,Running task 4.0 in stage {stage} in queue {queue} on node {node} with TID {tid}.,92,28,Running task {task} in stage {stage} (TID {tid}),91,17,Running task {task_id}.{stage} in stage {tid},92,16,Running task {task_id}.{task_index} in stage {stage_id}.{stage_index} (TID {thread_id}),90,36,Running task {task} in stage {stage} ({stage_index}) (TID {tid}),90,23,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> in queue <*> on node <*> with TID <*>.,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (<*>) (TID <*>)
1641,17/06/09,20:11:09,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 39,E29,Started reading broadcast variable <*>,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},79,9,Started reading broadcast variable {variable},78,9,Started reading broadcast variable {variable},79,9,Started reading broadcast variable {variable},77,9,Started reading broadcast variable {variable},77,9,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>,Started reading broadcast variable <*>
1642,17/06/09,20:11:09,INFO,storage.MemoryStore,"Block broadcast_39_piece0 stored as bytes in memory (estimated size 5.4 KB, free 859.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_{variable}_piece0 stored as bytes in memory (estimated size {size}, free {free})",103,24,"Block broadcast_39_piece0 stored as bytes in memory (estimated size {size}, free {free})",106,27,"Block {block_name} stored as bytes in memory (estimated size {size} KB, free {free} KB)",105,30,"Block {block} stored as bytes in memory (estimated size {size} KB, free {free} KB)",106,28,"Block broadcast_{variable}_piece{index} stored as bytes in memory (estimated size {size} KB, free {free} KB)",100,30,"Block broadcast_39_piece{pieceNumber}_piece{pieceNumber} stored as bytes in memory (estimated size {size}, free {free})",100,35,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_39_piece0 stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1643,17/06/09,20:11:10,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 39 took 716 ms,E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable {variable} took {time} ms,83,13,Reading broadcast variable {variable} took {time_taken} ms,84,16,Reading broadcast variable {variable} took {time} ms,83,13,Reading broadcast variable {variable} took {time} ms,84,13,Reading broadcast variable {variable} took {time} ms,82,14,Reading broadcast variable {variable} took {time} ms,82,14,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
1644,17/06/09,20:11:10,INFO,storage.MemoryStore,"Block broadcast_39 stored as values in memory (estimated size 9.2 KB, free 868.3 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_{id} stored as values in memory (estimated size {size}, free {free})",100,22,"Block broadcast_39 stored as values in memory (estimated size {size}, free {free})",102,23,"Block {block_id} stored as values in memory (estimated size {size} KB, free {free_memory} KB)",101,32,"Block {block_id} stored as values in memory (estimated size {size} KB, free {free_space} KB)",102,32,"Block broadcast_{variable} stored as values in memory (estimated size {size} KB, free {free} KB)",97,26,"Block {block_name} stored as values in memory (estimated size {size}, free {free})",97,25,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_39 stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
1645,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_1 locally,E10,Found block <*> locally,Found block rdd_{id}_{part} locally,80,11,Found block rdd_42_1 locally,81,11,Found block {variable} locally,80,7,Found block {block} locally,81,7,Found block {block} locally,79,8,Found block rdd_<rddId>_<blockIndex> locally,79,18,Found block <*> locally,Found block rdd_42_1 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_<rddId>_<blockIndex> locally
1646,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_4 locally,E10,Found block <*> locally,Found block rdd_{id}_{part} locally,80,11,Found block rdd_42_4 locally,81,11,Found block {block_id} locally,80,9,Found block {blockId} locally,81,8,Found block rdd_{rddId}_{shuffleId} locally,79,16,"Found block rdd_42_4 locally, key: {key}, value: {value}",79,23,Found block <*> locally,Found block rdd_42_4 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,"Found block rdd_42_4 locally, key: <*>, value: <*>"
1647,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_3 locally,E10,Found block <*> locally,Found block rdd_{rdd_id}_{part_id} locally,80,16,Found block rdd_42_3 locally,81,11,Found block rdd_ {block_id} locally,80,12,Found block {block} locally,81,7,Found block rdd_{rddId}_{partitionId} locally,79,15,Found block rdd_<block_id>_<stage_id> locally,79,19,Found block <*> locally,Found block rdd_42_3 locally,Found block rdd_ <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_<block_id>_<stage_id> locally
1648,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_2 locally,E10,Found block <*> locally,Found block rdd_{id}_{part} locally,80,11,Found block rdd_42_2 locally,81,11,Found block {block_id} locally,80,9,Found block {blockId} locally,81,8,Found block {blockId} locally,79,9,Found block rdd_<id>_<index> locally,79,15,Found block <*> locally,Found block rdd_42_2 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_<id>_<index> locally
1649,17/06/09,20:11:10,INFO,storage.BlockManager,Found block rdd_42_0 locally,E10,Found block <*> locally,Found block rdd_{rdd_id}_{block_id} locally,80,16,Found block rdd_42_0 locally,81,11,Found block {block} locally,80,7,Found block {blockId} locally,81,8,Found block rdd{rddId}_{partitionId} locally,79,15,Found block rdd_<id>_<partition> locally,79,15,Found block <*> locally,Found block rdd_42_0 locally,Found block <*> locally,Found block <*> locally,Found block <*> locally,Found block rdd_<id>_<partition> locally
1650,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 39, boot = -790, init = 829, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{total} times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,29,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1651,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 38, boot = -784, init = 822, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1652,17/06/09,20:11:10,INFO,python.PythonRunner,"Times: total = 39, boot = -784, init = 823, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",96,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",97,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,26,"{times_total} times: total = {times_boot}, boot = {times_init}, finish = {times_finish}",95,31,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: total = <*>, boot = <*>, finish = <*>"
