LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
1557,03-17,16:15:51.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1558,03-17,16:15:51.792,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1559,03-17,16:15:51.792,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1560,03-17,16:15:51.807,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1561,03-17,16:15:51.807,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1562,03-17,16:15:51.815,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1563,03-17,16:15:51.816,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1564,03-17,16:15:51.831,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1565,03-17,16:15:51.832,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1566,03-17,16:15:51.839,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1567,03-17,16:15:51.839,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1568,03-17,16:15:51.850,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1569,03-17,16:15:51.850,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1570,03-17,16:15:51.863,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1571,03-17,16:15:51.863,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1572,03-17,16:15:51.878,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1573,03-17,16:15:51.879,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1574,03-17,16:15:51.894,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1575,03-17,16:15:51.895,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1576,03-17,16:15:51.910,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1577,03-17,16:15:51.911,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1578,03-17,16:15:51.926,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1579,03-17,16:15:51.926,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1580,03-17,16:15:51.942,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
1581,03-17,16:15:51.942,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",162,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} dockedStackBounds=Rect({number}, {number} - {number}, {number})","setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number} fullscreenStackBounds={rect} dockedStackBounds={rect}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*> dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1582,03-17,16:15:52.281,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261976915, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",114,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={number}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","userActivityNoUpdateLocked: eventTime={timestamp}, event={number}, flags={number}, uid={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1583,03-17,16:15:52.281,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",150,"ready:{bool}, policy={int}, wakefulness={int}, wksummary={int}, uasummary={int}, bootcompleted:{bool}, boostinprogress:{bool}, waitmodeenable:{bool}, mode:{bool}, manual={int}, auto={int}, adj={float}, userId={int}'
The template of '{message}' is '{message}","ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={number},userId={number}'
The template of 'updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",of '<*>' is '<*>,"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1584,03-17,16:15:52.365,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>),96,"setLightsOn({bool})'
The template of 'updateClipping isOverlap:true, getTopPadding=200.0, Translation=-10.0' is 'updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",setLightsOn({bool}),"of 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=-<*>' is 'updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",setLightsOn(<*>)
