LineId,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1754,20171223-23:56:28:460,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{funcName} {key}={value},108,11,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>=<*>,calculateCaloriesWithCache totalCalories=<*>
1755,20171223-23:56:28:464,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1756,20171223-23:56:35:137,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1757,20171223-23:56:35:152,Step_LSC,30002312,onExtend:1514044595000 0 0 0,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {long} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{int} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,{int} {int} {int} {int},116,13,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,<*> <*> <*> <*>
1758,20171223-23:56:35:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33232763,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int}##{int},149,37,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{int} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
1759,20171223-23:56:35:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},147,31,setTodayTotalDetailSteps=##{int}##{int}##{int}##{int}##{int}##{int},149,34,setTodayTotalDetailSteps={string},148,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,setTodayTotalDetailSteps={int} {int} {int} {int} {int} {int},145,25,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=#<*><*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*>
1760,20171223-23:56:35:460,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{funcName} {key}={value},108,11,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>=<*>,calculateCaloriesWithCache totalCalories=<*>
1761,20171223-23:56:35:467,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1762,20171223-23:57:0:132,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1763,20171223-23:57:34:138,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1764,20171223-23:57:34:156,Step_LSC,30002312,onExtend:1514044654000 0 0 5,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1765,20171223-23:57:34:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33239758,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{time} {int} {int} {int} {int} {int},146,19,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
1766,20171223-23:57:34:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=##{int}##{int}##{int}##{int}##{int}##{int},149,34,setTodayTotalDetailSteps={string} {int} {int} {int} {int} {int} {int},148,30,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{string} {string} {string} {string} {string} {string},145,19,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=#<*><*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
1767,20171223-23:57:34:457,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{funcName} {key}={value},108,11,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>=<*>,calculateCaloriesWithCache totalCalories=<*>
1768,20171223-23:57:34:464,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1769,20171223-23:57:42:138,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1770,20171223-23:57:42:147,Step_LSC,30002312,onExtend:1514044662000 0 0 0,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{long} {long} {long} {long},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1771,20171223-23:57:42:443,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33298759,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps : {long} {double} {double} {double} {double} {double},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},150,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},146,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
1772,20171223-23:57:42:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},147,31,setTodayTotalDetailSteps=1514044560000##{int}##{int}##{int}##{int}##{int},149,43,setTodayTotalDetailSteps= {int} {int} {int} {int} {int},148,25,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},149,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},145,30,{int} {int} {int} {int} {int} {int},145,19,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> <*> <*> <*> <*> <*>
1773,20171223-23:57:42:464,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,calculateCaloriesWithCache totalCalories={int},110,13,calculateCaloriesWithCache totalCalories={int},111,13,{funcName} {key}={value},108,11,calculateCaloriesWithCache totalCalories={int},108,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,<*> <*>=<*>,calculateCaloriesWithCache totalCalories=<*>
1774,20171223-23:57:42:470,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},107,13,calculateAltitudeWithCache totalAltitude={int},108,13,calculateAltitudeWithCache totalAltitude={int},105,12,{int} totalAltitude={int},105,10,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> totalAltitude=<*>
1775,20171223-23:58:0:117,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1776,20171223-23:59:0:135,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1777,20171224-0:0:0:215,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
1778,20171224-0:0:0:216,Step_StandStepDataManager,30002312,theDayChanged 1514044800216,E68,theDayChanged <*>,theDayChanged {long},111,7,theDayChanged {int},112,7,theDayChanged {int},111,7,theDayChanged {long},112,7,theDayChanged {long},110,7,{dateTime} {dateTime} {dateTime} {dateTime},110,17,theDayChanged <*>,theDayChanged <*>,theDayChanged <*>,theDayChanged <*>,theDayChanged <*>,<*> <*> <*> <*>
1779,20171224-0:0:0:218,Step_StandStepDataManager,30002312,initEnviroument,E26,initEnviroument,initEnviroument,99,6,initEnviroument : {string},100,10,initEnviroument(),99,7,initEnvironment,100,3,initEnvironment,98,4,{string} {string} {string} {string},98,13,initEnviroument,initEnviroument : <*>,initEnviroument(),initEnvironment,initEnvironment,<*> <*> <*> <*>
1780,20171224-0:0:0:218,Step_SPUtils,30002312,getStepCounterStatus,E18,getStepCounterStatus,getStepCounterStatus,98,5,getStepCounterStatus : {boolean},99,9,getStepCounterStatus({str}),98,8,get{string}Status,99,6,getStepCounterStatus : {int} {int} {int} {int},97,18,getStepCounterStatus( {string} ),97,11,getStepCounterStatus,getStepCounterStatus : <*>,getStepCounterStatus(<*>),<*>,getStepCounterStatus : <*> <*> <*> <*>,getStepCounterStatus( <*> )
1781,20171224-0:0:0:218,Step_SPUtils,30002312, getStepCounterStatus= true,E19,getStepCounterStatus= <*>,getStepCounterStatus={bool},100,8,getStepCounterStatus : boolean,101,7,getStepCounterStatus= {bool},100,9,getStepCounterStatus={boolean},101,8,{method}= {bool},99,7,{boolean},99,4,getStepCounterStatus=<*>,getStepCounterStatus : boolean,getStepCounterStatus= <*>,getStepCounterStatus=<*>,<*>= <*>,<*>
1782,20171224-0:0:0:218,Step_StandStepCounter,30002312,reStartStepCounter,E48,reStartStepCounter,reStartStepCounter,98,5,reStartStepCounter : {int},99,9,reStartStepCounter,98,5,reStartStepCounter,99,5,{string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {string} {,97,256,reStartStepCounter({int}),97,9,reStartStepCounter,reStartStepCounter : <*>,reStartStepCounter,reStartStepCounter,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> {,reStartStepCounter(<*>)
1783,20171224-0:0:0:223,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1784,20171224-0:0:0:226,Step_StandStepCounter,30002312,registersensorsuccess: true,E45,registersensorsuccess: <*>,registersensorsuccess: {boolean},101,10,registersensorsuccess: true,102,8,registersensorsuccess : {boolean},101,10,registersensorsuccess: {boolean},102,10,registersensorsuccess: {bool},99,9,{bool},99,4,registersensorsuccess: <*>,registersensorsuccess: <*>,registersensorsuccess : <*>,registersensorsuccess: <*>,registersensorsuccess: <*>,<*>
1785,20171224-0:0:0:227,Step_DataCache,30002312,clear(),E9,clear(),clear(),96,3,clear(),97,3,clear(),96,3,clear(),97,3,{func}({args}),95,8,clear({str}),95,6,clear(),clear(),clear(),clear(),<*>(<*>),clear(<*>)
1786,20171224-0:0:0:228,Step_SPUtils,30002312, getTodayBasicStandardSteps= 1514018661124##0##3428,E20,getTodayBasicStandardSteps= <*>##<*>##<*>,getTodayBasicStandardSteps= {long}##0##{int},123,18,getTodayBasicStandardSteps= {long} {int} {int},125,19,getTodayBasicStandardSteps= {string} {string} {string},124,19,getTodayBasicStandardSteps= {long}{int}{int}{int},125,19,getTodayBasicStandardSteps={int}##{int}##{int},121,18,getTodayBasicStandardSteps= {int} {int} {int} {int},121,20,getTodayBasicStandardSteps= <*><*><*>,getTodayBasicStandardSteps= <*> <*> <*>,getTodayBasicStandardSteps= <*> <*> <*>,getTodayBasicStandardSteps= <*>,getTodayBasicStandardSteps=<*><*><*>,getTodayBasicStandardSteps= <*> <*> <*> <*>
1787,20171224-0:0:0:229,Step_StandStepDataManager,30002312,tryToRecordAsBasicStepData bWrite true,E70,tryToRecordAsBasicStepData bWrite <*>,tryToRecordAsBasicStepData {str} {bool},104,14,tryToRecordAsBasicStepData bWrite {bool},105,13,tryToRecordAsBasicStepData {bool} {bool},104,14,tryToRecordAsBasicStepData bWrite {bool},105,13,tryToRecordAsBasicStepData {bool} {bool},103,14,{bool} tryToRecordAsBasicStepData bWrite,103,14,tryToRecordAsBasicStepData <*> <*>,tryToRecordAsBasicStepData bWrite <*>,tryToRecordAsBasicStepData <*> <*>,tryToRecordAsBasicStepData bWrite <*>,tryToRecordAsBasicStepData <*> <*>,<*> tryToRecordAsBasicStepData bWrite
1788,20171224-0:0:0:229,Step_SPUtils,30002312, getDiffTotalSteps= 1513958400215##0,E17,getDiffTotalSteps= <*>##<*>,getDiffTotalSteps= {long}##{int},116,14,getDiffTotalSteps= {int} {int} {int} {int},117,19,getDiffTotalSteps= {long},116,10,getDiffTotalSteps= {long} ##{int},117,14,getDiffTotalSteps= {long}##{int},115,14,getDiffTotalSteps= {int} ##{int},115,14,getDiffTotalSteps= <*>##<*>,getDiffTotalSteps= <*> <*> <*> <*>,getDiffTotalSteps= <*>,getDiffTotalSteps= <*> ##<*>,getDiffTotalSteps= <*>##<*>,getDiffTotalSteps= <*> ##<*>
1789,20171224-0:0:0:229,Step_SPUtils,30002312,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,E55,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,setBasicStandardSteps basicStandardStep={int} restartSteps={int},112,18,setBasicStandardSteps basicStandardStep={int} restartSteps={int},113,18,setBasicStandardSteps basicStandardStep= {int} restartSteps={int},112,19,setBasicStandardSteps basicStandardStep={int} restartSteps={int},113,18,setBasicStandardSteps basicStandardStep={int} restartSteps={int},111,18,{int} {int} {int} {int},111,13,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,setBasicStandardSteps basicStandardStep= <*> restartSteps=<*>,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,setBasicStandardSteps basicStandardStep=<*> restartSteps=<*>,<*> <*> <*> <*>
1790,20171224-0:0:0:232,Step_SPUtils,30002312,setDiffTotalSteps=0,E56,setDiffTotalSteps=<*>,setDiffTotalSteps={int},101,9,setDiffTotalSteps={int},102,9,setDiffTotalSteps={int},101,9,setDiffTotalSteps={int},102,9,{string}={int},100,7,setDiffTotalSteps={int},100,9,setDiffTotalSteps=<*>,setDiffTotalSteps=<*>,setDiffTotalSteps=<*>,setDiffTotalSteps=<*>,<*>=<*>,setDiffTotalSteps=<*>
1791,20171224-0:0:0:233,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {long}{long}{long}{long}{long}{long},150,23,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{time}##{id}##{name}##{status}##{result}##{count},146,24,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
1792,20171224-0:0:0:233,Step_SPUtils,30002312, getTodayBasicStandardSteps= 1514044800223##3786##0,E20,getTodayBasicStandardSteps= <*>##<*>##<*>,getTodayBasicStandardSteps= {long}##{int}##{int},123,20,getTodayBasicStandardSteps= {long} {int} {int},125,19,getTodayBasicStandardSteps= {int} {int} {int},124,19,getTodayBasicStandardSteps= {int}{int}{int}##{int}##{int},125,25,getTodayBasicStandardSteps={int}##{int}##{int},121,18,getTodayBasicStandardSteps={int} {int} {int},121,16,getTodayBasicStandardSteps= <*><*><*>,getTodayBasicStandardSteps= <*> <*> <*>,getTodayBasicStandardSteps= <*> <*> <*>,getTodayBasicStandardSteps= <*><*><*>,getTodayBasicStandardSteps=<*><*><*>,getTodayBasicStandardSteps=<*> <*> <*>
1793,20171224-0:0:0:233,Step_SPUtils,30002312, getDiffTotalSteps= 1514044800231##0,E17,getDiffTotalSteps= <*>##<*>,getDiffTotalSteps= {long}##0,116,12,getDiffTotalSteps= {long} ##{long},117,14,getDiffTotalSteps= {int} {int},116,13,getDiffTotalSteps= {int}##{int},117,14,{string}= {long}##{int},115,11,{int} {int} {int} {int},115,13,getDiffTotalSteps= <*>##<*>,getDiffTotalSteps= <*> ##<*>,getDiffTotalSteps= <*> <*>,getDiffTotalSteps= <*>##<*>,<*>= <*>##<*>,<*> <*> <*> <*>
