LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
19,Dec,10,07:08:28,LabSZ,24208,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=173.234.31.186,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},135,43,pam_unix(sshd:auth): authentication failure; logname= {username} uid=0 euid=0 tty=ssh ruser={ruser} rhost={rhost},138,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= {ruser} rhost= {rhost},137,43,pam_unix(sshd:{service}): {type} failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},138,51,pam_unix({module}({service}):{event}): {message},134,20,pam_unix(sshd:auth): authentication failure; logname= {logname} uid= {uid} euid= {euid} tty={tty} ruser={ruser} rhost={rhost},134,53,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= <*> uid=<*> euid=<*> tty=ssh ruser=<*> rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= <*> rhost= <*>,pam_unix(sshd:<*>): <*> failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,pam_unix(<*>(<*>):<*>): <*>,pam_unix(sshd:auth): authentication failure; logname= <*> uid= <*> euid= <*> tty=<*> ruser=<*> rhost=<*>
20,Dec,10,07:08:30,LabSZ,24208,Failed password for invalid user webmaster from 173.234.31.186 port 39257 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user {user} from {ip} port {port} ssh2,118,20,Failed password for invalid user {username} from {ip_address} port {port} ssh2,122,21,Failed password for {user} from {ipaddress} port {port} {protocol},121,19,Failed password for {user} from {ip_address} port {port} ssh2,122,19,Failed password for invalid user {user} from {ip} port {port} ssh2,117,20,Failed password for invalid user {user} from {ip} port {port} ssh2,117,20,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2
21,Dec,10,07:08:30,LabSZ,24208,Connection closed by 173.234.31.186 [preauth],E2,Connection closed by <*> [preauth],Connection closed by {ip} [preauth],107,11,Connection closed by {ip_address} [preauth],112,13,Connection closed by {ip} [preauth],111,11,Connection closed by {ip_address} [preauth],112,13,Connection closed by {clientip} [preauth],107,13,Connection closed by {client_ip} [{reason}],107,14,Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [<*>]
22,Dec,10,07:11:42,LabSZ,24224,Invalid user chen from 202.100.179.208,E13,Invalid user <*> from <*>,Invalid user {user} from {ip},106,10,Invalid user {username} from {ip_address},111,12,Invalid user {user} from {ip},110,10,Invalid user {user} from {ip_address},111,12,Invalid user {user} from {ip},106,10,Invalid user {user} from {ip},106,10,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>
23,Dec,10,07:11:42,LabSZ,24224,input_userauth_request: invalid user chen [preauth],E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user {user} [preauth],100,17,input_userauth_request: invalid user {user} [preauth],105,17,input_userauth_request: invalid user {user} [preauth],104,17,input_userauth_request: invalid user {user} [preauth],105,17,input_userauth_request: invalid user {user} [preauth],101,19,input_userauth_request: invalid user {user} [preauth],101,19,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth]
24,Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user {user} unknown,102,21,pam_unix(sshd:auth): check pass; user unknown,105,16,pam_unix({service}:{stage}:{user}:{host}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:,104,256,pam_unix(sshd:{action}): {result}; user {user},105,19,pam_unix({service}({module}):{action}: {status}; user {unknown|known},101,25,pam_unix(sshd:auth): check pass; {user} unknown,101,20,pam_unix(sshd:auth): check pass; user <*> unknown,pam_unix(sshd:auth): check pass; user unknown,pam_unix(<*>:,pam_unix(sshd:<*>): <*>; user <*>,pam_unix(<*>(<*>):<*>: <*>; user {unknown|known},pam_unix(sshd:auth): check pass; <*> unknown
25,Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},136,43,pam_unix(sshd:auth): authentication failure; logname= {username} uid=0 euid=0 tty=ssh ruser={ruser} rhost={remote_ip},139,45,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= {rhost},138,36,pam_unix(sshd:{service}): {type} failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},139,51,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},135,55,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty={tty} ruser= rhost={rhost},135,41,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= <*> uid=<*> euid=<*> tty=ssh ruser=<*> rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= <*>,pam_unix(sshd:<*>): <*> failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>
26,Dec,10,07:11:44,LabSZ,24224,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user {user} from {ip} port {port} ssh2,119,20,Failed password for invalid user {username} from {ip_address} port {port} ssh2,123,21,Failed password for {user} from {ip} port {port} ssh{protocol},122,19,Failed password for {user} from {ip} port {port} ssh2,123,17,Failed password for invalid user {user} from {ip} port {port} ssh2,118,20,Failed password for invalid user {user} from {addr} port {port} ssh2,118,20,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2
27,Dec,10,07:11:44,LabSZ,24224,Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],118,20,Received disconnect from {ip}: {port} [preauth],123,15,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {port}: {message} [preauth],123,18,Received disconnect from {ip}: {code}: {message} [preauth],118,19,Received disconnect from {host}: {reason} [{method}],118,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
28,Dec,10,07:13:31,LabSZ,24227,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost} user={user},150,47,"Authentication failure for {username}. Username={username}, IP address={ip_address}.",153,19,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om user={user},152,64,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},153,52,pam_unix({module}({service}):{type}): {message},149,20,{logname}= {user} {euid}: {tty}= {ruser}= {rhost}= {rhost},149,28,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failure for <*>. Username=<*>, IP address=<*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>.dynamic-dsl-ip.omantel.net.om user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>,<*>= <*> <*>: <*>= <*>= <*>= <*>
29,Dec,10,07:13:43,LabSZ,24227,Failed password for root from 5.36.59.76 port 42393 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,111,18,Failed password for {username} from {ip_address} port {port} ssh2,115,19,Failed password for {user} from {ip} port {port} {protocol},114,18,Failed password for {user} from {ip} port {port} ssh2,115,17,Failed password for {user} from {ip} port {port} ssh2,110,18,Failed password for {user} from {host} port {port} ssh2,110,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
30,Dec,10,07:13:56,LabSZ,24227,message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],E14,message repeated <*> times: [ Failed password for <*> from <*> port <*>],message repeated {times} times: [ Failed password for {user} from {ip} port {port} {protocol}],120,27,Failed password for {user} from {ip_address} port {port} ssh2,123,19,message repeated {number} times: [ {details} from {ip} port {port} ssh{version}],122,24,message repeated {count} times: [Failed password for {user} from {ip} port {port} ssh2],123,26,message repeated {count} times: [Failed password for {user} from {ip} port {port} ssh2],118,27,message repeated {count} times: [Failed password for {user} from {ip} port {port}],118,24,message repeated <*> times: [ Failed password for <*> from <*> port <*> <*>],Failed password for <*> from <*> port <*> ssh2,message repeated <*> times: [ <*> from <*> port <*> <*>],message repeated <*> times: [Failed password for <*> from <*> port <*> ssh2],message repeated <*> times: [Failed password for <*> from <*> port <*> ssh2],message repeated <*> times: [Failed password for <*> from <*> port <*>]
31,Dec,10,07:13:56,LabSZ,24227,Disconnecting: Too many authentication failures for root [preauth],E4,Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for {user} [preauth],99,17,Disconnecting: Too many authentication failures for {user} [preauth],106,19,Disconnecting: Too many authentication failures for {user} [preauth],105,19,Disconnecting: Too many authentication failures for {user} [preauth],106,19,Disconnecting: Too many authentication failures for {user} [preauth],99,18,Disconnecting: Too many authentication failures for {user} [preauth],99,18,Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for <*> [preauth],Disconnecting: Too many authentication failures for <*> [preauth]
32,Dec,10,07:13:56,LabSZ,24227,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,E17,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,PAM {count} more authentication failures; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},143,42,PAM 5 more authentication failures; logname= {logname} uid=0 euid=0 tty=ssh ruser={ruser} rhost={rhost} user={user},149,45,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user={user},148,61,PAM {count} more authentication failures; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},149,49,PAM {num} more authentication failures; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},143,49,{logname}= uid=0 euid=0 tty={tty} ruser={ruser} rhost={rhost} user={user},143,35,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,PAM <*> more authentication failures; logname= <*> uid=<*> euid=<*> tty=ssh ruser=<*> rhost=<*> user=<*>,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>.dynamic-dsl-ip.omantel.net.om user=<*>,PAM <*> more authentication failures; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,PAM <*> more authentication failures; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,<*>= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
33,Dec,10,07:13:56,LabSZ,24227,PAM service(sshd) ignoring max retries; 6 > 3,E18,PAM service(sshd) ignoring max retries; <*> > <*>,PAM service({service}) ignoring max retries; {max_retries} > {retries},103,23,PAM service({service}) ignoring max retries; {retries} > {max_retries},108,24,PAM service(sshd) ignoring max retries; {service} > {max_retries},107,24,PAM service({service}) ignoring max retries; {count} > {max_retries},108,23,PAM service({service}) ignoring max retries; {max_retries} > {min_retries},102,25,PAM service(sshd) ignoring max retries; {retries} > {max_retries},102,24,PAM service(<*>) ignoring max retries; <*> > <*>,PAM service(<*>) ignoring max retries; <*> > <*>,PAM service(sshd) ignoring max retries; <*> > <*>,PAM service(<*>) ignoring max retries; <*> > <*>,PAM service(<*>) ignoring max retries; <*> > <*>,PAM service(sshd) ignoring max retries; <*> > <*>
34,Dec,10,07:27:50,LabSZ,24235,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
35,Dec,10,07:27:52,LabSZ,24235,Failed password for root from 112.95.230.3 port 45378 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip}:{port} {protocol},116,17,Failed password for {user} from {IP} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {source} port {port} ssh2,112,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
36,Dec,10,07:27:52,LabSZ,24235,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
37,Dec,10,07:27:53,LabSZ,24237,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
38,Dec,10,07:27:55,LabSZ,24237,Failed password for root from 112.95.230.3 port 47068 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port} ssh2,117,18,Failed password for {user} from {ipaddress} port {portnumber} {protocol},116,20,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {source} port {port} ssh2,112,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
39,Dec,10,07:27:55,LabSZ,24237,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
40,Dec,10,07:27:55,LabSZ,24239,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
41,Dec,10,07:27:58,LabSZ,24239,Failed password for root from 112.95.230.3 port 49188 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port} ssh2,117,18,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {IP} port {port} ssh2,117,17,Failed password for {user} from {client_ip} port {client_port} ssh2,112,22,Failed password for {user} from {hostname} port {port} ssh2,112,19,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
42,Dec,10,07:27:58,LabSZ,24239,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
43,Dec,10,07:27:58,LabSZ,24241,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
44,Dec,10,07:28:00,LabSZ,24241,Failed password for root from 112.95.230.3 port 50999 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {client_ip} port {port} ssh2,112,20,Failed password for {user}@[%h] from %u port %p ssh2,112,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %u port %p ssh2
