LineId,Time,Program,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1603,07.26 18:59:43,chrome.exe *64,"hangouts.google.com:443 close, 13281 bytes (12.9 KB) sent, 19539 bytes (19.0 KB) received, lifetime 04:17",E8,"<*> close, <*> sent, <*> received, lifetime <*>","hangouts.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}",181,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",181,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",182,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",176,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",176,24,"hangouts.google.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1604,07.26 19:00:18,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy} {protocol},164,10,"{host} open through proxy {proxy}, protocol {protocol}, port {port}",166,18,proxy.cse.cuhk.edu.hk:5070 open through proxy {host} {protocol} {url},165,31,qbwup.imtt.qq.com:80 open through proxy {proxy_name}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{protocol} open through proxy {proxy_host}:{proxy_port}{ssl?} SSL,160,25,open through proxy <*> <*>,"<*> open through proxy <*>, protocol <*>, port <*>",proxy.cse.cuhk.edu.hk:<*> open through proxy <*> <*> <*>,qbwup.imtt.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*>{ssl?} SSL
1605,07.26 19:00:32,WeChat.exe,203.205.150.89:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,203.205.150.89:443 open through proxy {proxy_host}:{proxy_port} HTTPS,169,34,{host} open through proxy {proxy} HTTPS,170,12,{host} open through proxy {proxy} {protocol},169,13,203.205.150.89:443 open through proxy {proxy} HTTPS,170,27,{source} open through {proxy} {protocol},165,12,{ip}:{port} open through proxy {host} {protocol},165,16,<*> open through proxy <*> HTTPS,<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through proxy <*> <*>
1606,07.26 19:00:47,tencentdl.exe,xf-com-update-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},167,17,"{host} open through proxy {proxy}, protocol {protocol}, status code {status_code}",168,21,http(s)://{host} {proxy} {protocol},167,15,xf-com-update-doctor.qq.com:443 open through proxy {host} HTTPS,168,25,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},162,23,{host}:{protocol} open through proxy {proxy} {method} {url},162,19,open through proxy <*> <*>,"<*> open through proxy <*>, protocol <*>, status code <*>",http(s)://<*> <*> <*>,xf-com-update-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*> <*>
1607,07.26 19:00:47,tencentdl.exe,pdlxf-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy} {scheme},165,10,HTTPS request to {host} from {client},166,12,"Proxy: {host} through {proxy_host}, {scheme} {url}",165,19,pdlxf-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{target} open through {proxy} {protocol},160,12,{host}:{protocol} open through proxy {proxy} {protocol},160,16,open through proxy <*> <*>,HTTPS request to <*> from <*>,"Proxy: <*> through <*>, <*> <*>",pdlxf-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through proxy <*> <*>
1608,07.26 19:00:52,tencentdl.exe,puui.qpic.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,{host} open through proxy {proxy} {port} {proto},162,16,{host} open through proxy {proxy} {protocol},161,13,[{host}] open through proxy [{proxy}] HTTPS,162,12,{host} open through proxy {proxy_host}:{proxy_port} {protocol},157,20,{domain} open through proxy {proxy} {protocol},157,13,open through proxy <*> <*>,<*> open through proxy <*> <*> <*>,<*> open through proxy <*> <*>,[<*>] open through proxy [<*>] HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1609,07.26 19:00:52,tencentdl.exe,fs-conn-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},165,17,{host} open through proxy {proxy} HTTPS,166,12,Proxy {host} {port} {protocol} {through} {to},165,17,fs-conn-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{port} open through proxy {host}:{port} {protocol},160,19,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy <*> <*> <*> <*> <*>,fs-conn-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1610,07.26 19:00:52,tencentdl.exe,puui.qpic.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,{host} open through proxy {proxy} {port} {proto},162,16,{host} open through proxy {proxy} {protocol},161,13,[{host}] open through proxy [{proxy}] HTTPS,162,12,{host} open through proxy {proxy_host}:{proxy_port} {protocol},157,20,{domain} open through proxy {proxy} {protocol},157,13,open through proxy <*> <*>,<*> open through proxy <*> <*> <*>,<*> open through proxy <*> <*>,[<*>] open through proxy [<*>] HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1611,07.26 19:00:52,tencentdl.exe,fs-conn-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},165,17,{host} open through proxy {proxy} HTTPS,166,12,Proxy {host} {port} {protocol} {through} {to},165,17,fs-conn-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{port} open through proxy {host}:{port} {protocol},160,19,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy <*> <*> <*> <*> <*>,fs-conn-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1612,07.26 19:00:52,tencentdl.exe,"fs-conn-doctor.qq.com:443 close, 184 bytes sent, 134 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","fs-conn-doctor.qq.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}",162,36,"http://{host}:{port} close, {sent_size} sent, {received_size} received, lifetime {time}.",163,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",162,25,"fs-conn-doctor.qq.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}",163,36,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"fs-conn-doctor.qq.com:<*> close, <*> sent, <*> received, lifetime <*>","http://<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","fs-conn-doctor.qq.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1613,07.26 19:00:52,tencentdl.exe,"puui.qpic.cn:80 close, 379 bytes sent, 7852 bytes (7.66 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",167,25,"puui.qpic.cn close, {sent_size} sent, {received_size} received, lifetime <1 sec",168,29,"puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime {time}",167,32,"{[host] close, {sent_size} sent, {received_size} received, lifetime {time}}",168,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn close, <*> sent, <*> received, lifetime <1 sec","puui.qpic.cn:<*> close, <*> sent, <*> received, lifetime <*>","{[host] close, <*> sent, <*> received, lifetime <*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1614,07.26 19:00:52,tencentdl.exe,fs-conn-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},165,17,{host} open through proxy {proxy} HTTPS,166,12,Proxy {host} {port} {protocol} {through} {to},165,17,fs-conn-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{port} open through proxy {host}:{port} {protocol},160,19,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy <*> <*> <*> <*> <*>,fs-conn-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1615,07.26 19:00:52,tencentdl.exe,puui.qpic.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,{host} open through proxy {proxy} {port} {proto},162,16,{host} open through proxy {proxy} {protocol},161,13,[{host}] open through proxy [{proxy}] HTTPS,162,12,{host} open through proxy {proxy_host}:{proxy_port} {protocol},157,20,{domain} open through proxy {proxy} {protocol},157,13,open through proxy <*> <*>,<*> open through proxy <*> <*> <*>,<*> open through proxy <*> <*>,[<*>] open through proxy [<*>] HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1616,07.26 19:00:52,tencentdl.exe,fs-conn-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},165,17,{host} open through proxy {proxy} HTTPS,166,12,Proxy {host} {port} {protocol} {through} {to},165,17,fs-conn-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{port} open through proxy {host}:{port} {protocol},160,19,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy <*> <*> <*> <*> <*>,fs-conn-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1617,07.26 19:00:52,tencentdl.exe,fs-conn-doctor.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},165,17,{host} open through proxy {proxy} HTTPS,166,12,Proxy {host} {port} {protocol} {through} {to},165,17,fs-conn-doctor.qq.com:443 open through proxy {proxy_host}:{proxy_port} HTTPS,166,30,{host} open through proxy {proxy_host}:{proxy_port} {protocol},160,20,{host}:{port} open through proxy {host}:{port} {protocol},160,19,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy <*> <*> <*> <*> <*>,fs-conn-doctor.qq.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1618,07.26 19:00:52,tencentdl.exe,puui.qpic.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,{host} open through proxy {proxy} {port} {proto},162,16,{host} open through proxy {proxy} {protocol},161,13,[{host}] open through proxy [{proxy}] HTTPS,162,12,{host} open through proxy {proxy_host}:{proxy_port} {protocol},157,20,{domain} open through proxy {proxy} {protocol},157,13,open through proxy <*> <*>,<*> open through proxy <*> <*> <*>,<*> open through proxy <*> <*>,[<*>] open through proxy [<*>] HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1619,07.26 19:00:52,tencentdl.exe,"puui.qpic.cn:80 close, 384 bytes sent, 8537 bytes (8.33 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",167,25,"puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime <1 sec",168,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",167,25,"[host] close, [sent_size] sent, [received_size] received, lifetime [time]",168,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn:<*> close, <*> sent, <*> received, lifetime <1 sec","<*> close, <*> sent, <*> received, lifetime <*>","[host] close, [sent_size] sent, [received_size] received, lifetime [time]","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1620,07.26 19:00:52,tencentdl.exe,"puui.qpic.cn:80 close, 379 bytes sent, 9409 bytes (9.18 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime <1 sec",167,32,"puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime {time}.",168,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",167,25,"{[host]:[port] close, [sent_size] sent, [received_size] received, lifetime [time]}",168,28,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,24,"puui.qpic.cn:<*> close, <*> sent, <*> received, lifetime <1 sec","puui.qpic.cn:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","{[host]:[port] close, [sent_size] sent, [received_size] received, lifetime [time]}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1621,07.26 19:00:52,tencentdl.exe,puui.qpic.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,{host} open through proxy {proxy} {port} {proto},162,16,{host} open through proxy {proxy} {protocol},161,13,[{host}] open through proxy [{proxy}] HTTPS,162,12,{host} open through proxy {proxy_host}:{proxy_port} {protocol},157,20,{domain} open through proxy {proxy} {protocol},157,13,open through proxy <*> <*>,<*> open through proxy <*> <*> <*>,<*> open through proxy <*> <*>,[<*>] open through proxy [<*>] HTTPS,<*> open through proxy <*> <*>,<*> open through proxy <*> <*>
1622,07.26 19:00:53,tencentdl.exe,"puui.qpic.cn:80 close, 379 bytes sent, 6983 bytes (6.81 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn:80 close, 379 bytes sent, 6983 bytes (6.81 KB) received, lifetime 00:01",170,43,"puui.qpic.cn close, 379 sent, 6983 received, lifetime 00:01",171,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,25,"puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime {time}",171,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"puui.qpic.cn:<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>","puui.qpic.cn close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1623,07.26 19:00:53,tencentdl.exe,"puui.qpic.cn:80 close, 384 bytes sent, 8601 bytes (8.39 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","puui.qpic.cn:80 close, 384 bytes sent, 8601 bytes (8.39 KB) received, lifetime 00:01",170,43,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",170,25,"p{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,26,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"puui.qpic.cn:<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1624,07.26 19:00:53,tencentdl.exe,"fs-conn-doctor.qq.com:443 close, 184 bytes sent, 134 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","fs-conn-doctor.qq.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}",165,36,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",166,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",165,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",166,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"fs-conn-doctor.qq.com:<*> close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1625,07.26 19:01:00,QQPlayer.exe,btrace.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},160,17,proxy.cse.cuhk.edu.hk:5070 open through proxy {url} HTTPS,161,27,{host} open through proxy {proxy} {protocol},160,13,btrace.qq.com:80 open through proxy {proxy} HTTPS,161,18,{host}:{port} open through {proxy_host}:{proxy_port} {protocol},156,22,{host}:{protocol} open through {proxy} {proto_type},156,17,open through proxy <*> <*>,proxy.cse.cuhk.edu.hk:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,btrace.qq.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through <*> <*>
1626,07.26 19:01:00,QQPlayer.exe,btrace.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},160,17,proxy.cse.cuhk.edu.hk:5070 open through proxy {url} HTTPS,161,27,{host} open through proxy {proxy} {protocol},160,13,btrace.qq.com:80 open through proxy {proxy} HTTPS,161,18,{host}:{port} open through {proxy_host}:{proxy_port} {protocol},156,22,{host}:{protocol} open through {proxy} {proto_type},156,17,open through proxy <*> <*>,proxy.cse.cuhk.edu.hk:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,btrace.qq.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through <*> <*>
1627,07.26 19:01:02,chrome.exe *64,"pubads.g.doubleclick.net:443 close, 6044 bytes (5.90 KB) sent, 22964 bytes (22.4 KB) received, lifetime 05:24",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",183,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",184,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",183,25,"pubads.g.doubleclick.net:443 close, {sent_size} sent, {received_size} received, lifetime {time}",184,35,"{host} close, {sent_size} ({size}) sent, {received_size} ({size}) received, lifetime {time}",178,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","pubads.g.doubleclick.net:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1628,07.26 19:01:05,chrome.exe *64,"fonts.gstatic.com:443 close, 909 bytes sent, 12593 bytes (12.2 KB) received, lifetime 04:00",E8,"<*> close, <*> sent, <*> received, lifetime <*>","fonts.gstatic.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}",172,33,"fonts.gstatic.com:443 close, {sent_size} sent, {received_size} received, lifetime {time}.",172,32,"https://{host}/ close, {sent_size} sent, {received_size} received, lifetime {time}",171,27,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",172,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",167,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",167,24,"fonts.gstatic.com:<*> close, <*> sent, <*> received, lifetime <*>","fonts.gstatic.com:<*> close, <*> sent, <*> received, lifetime <*>.","https://<*>/ close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1629,07.26 19:01:46,tencentdl.exe,"local-p2p.qq.com:443 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 503",E5,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","error : Could not connect through proxy {proxy} - Proxy server cannot establish a connection with the target, status code 503",184,29,{host} error : {error}.,185,9,{host} error : {message},184,9,error : Could not connect through proxy {proxy_url} - {reason},185,17,{target} error : {error_message},180,11,"{host}:{status_code} error : {reason}, Proxy server cannot establish a connection with the target, {proxy_server} - {proxy_server_status_code}",180,41,"error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>",<*> error : <*>.,<*> error : <*>,error : Could not connect through proxy <*> - <*>,<*> error : <*>,"<*> error : <*>, Proxy server cannot establish a connection with the target, <*> - <*>"
1630,07.26 19:01:46,tencentdl.exe,"local-p2p.qq.com:443 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 503",E5,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","error : Could not connect through proxy {proxy} - Proxy server cannot establish a connection with the target, status code 503",184,29,{host} error : {error}.,185,9,{host} error : {message},184,9,error : Could not connect through proxy {proxy_url} - {reason},185,17,{target} error : {error_message},180,11,"{host}:{status_code} error : {reason}, Proxy server cannot establish a connection with the target, {proxy_server} - {proxy_server_status_code}",180,41,"error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>",<*> error : <*>.,<*> error : <*>,error : Could not connect through proxy <*> - <*>,<*> error : <*>,"<*> error : <*>, Proxy server cannot establish a connection with the target, <*> - <*>"
1631,07.26 19:02:12,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,get.sogou.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,161,26,HTTPS {host} {method} {path},162,12,"{host} open through proxy {proxy_host}, {protocol}",161,15,get.{host}:{port} open through proxy {proxy_url} HTTPS,162,19,{dest} open through {proxy} {protocol},157,12,{host} open through proxy {proxy} {protocol},157,13,get.sogou.com:<*> open through proxy <*> HTTPS,HTTPS <*> <*> <*>,"<*> open through proxy <*>, <*>",get.<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through proxy <*> <*>
1632,07.26 19:03:02,chrome.exe *64,cm.g.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,cm.g.doubleclick.net:443 open through proxy {proxy_host}:{proxy_port} HTTPS,163,28,{host} open through proxy {proxy} {port} {proto},164,16,"{host} open through proxy {proxy_host}, {protocol}",163,15,cm.g.doubleclick.net:443 open through proxy {host}:{port} HTTPS,164,24,{target} open through {proxy} {protocol},159,12,{host} open through {proxy} HTTP/HTTPS,159,14,cm.g.doubleclick.net:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*> <*>,"<*> open through proxy <*>, <*>",cm.g.doubleclick.net:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through <*> HTTP/HTTPS
1633,07.26 19:04:11,chrome.exe *64,"suggestion.baidu.com:80 close, 1383 bytes (1.35 KB) sent, 392 bytes received, lifetime 00:31",E8,"<*> close, <*> sent, <*> received, lifetime <*>","suggestion.baidu.com:80 close, {sent_size} sent, 392 bytes received, lifetime 00:31",172,36,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",173,25,"http://{host} close, {sent_size} sent, {received_size} received, lifetime {time}",172,27,"close, {sent_size} sent, {received_size} received, lifetime {time}",173,22,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",166,24,"suggestion.baidu.com:<*> close, <*> sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","http://<*> close, <*> sent, <*> received, lifetime <*>","close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
1634,07.26 19:04:52,SogouCloud.exe,"security.ie.sogou.com:80 close, 735 bytes sent, 184 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","{{host}} close, {sent_size} sent, {received_size} received, lifetime {time}",163,25,"http://{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",164,27,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",163,25,"{} close, {} sent, {} received, lifetime {}",164,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",160,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",160,24,"{<*>} close, <*> sent, <*> received, lifetime <*>","http://<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
